,net_worth_billions,age,clusters
5562,1.9,81.0,3
5563,1.9,41.0,1
5564,1.9,61.0,0
5565,1.9,63.0,0
5566,1.9,64.0,0
5567,1.9,78.0,3
5568,1.9,60.0,0
5569,1.9,57.0,0
5570,1.9,92.0,3
5571,1.8,92.0,3
5572,1.8,47.0,1
5573,1.8,72.0,3
5574,1.8,65.0,0
5575,1.8,79.0,3
5576,1.8,57.0,0
5577,1.8,66.0,0
5578,1.8,62.0,0
5579,1.8,79.0,3
5580,1.8,60.0,0
5581,1.8,46.0,1
5582,1.8,67.0,0
5583,1.8,47.0,1
5584,1.8,53.0,1
5585,1.8,38.0,1
5586,1.8,82.0,3
5587,1.8,58.0,0
5588,1.8,51.0,1
5589,1.8,72.0,3
5590,1.8,71.0,3
5591,1.8,65.0,0
5592,1.8,55.0,0
5593,1.8,64.0,0
5594,1.8,71.0,3
5595,1.8,46.0,1
5596,1.8,57.0,0
5597,1.7,81.0,3
5598,1.7,48.0,1
5599,1.7,75.0,3
5600,1.7,59.0,0
5601,1.7,60.0,0
5602,1.7,86.0,3
5603,1.7,53.0,1
5604,1.7,58.0,0
5605,1.7,61.0,0
5606,1.7,70.0,0
5607,1.7,61.0,0
5608,1.7,56.0,0
5609,1.7,90.0,3
5610,1.7,47.0,1
5611,1.7,63.0,0
5612,1.7,69.0,0
5613,1.7,86.0,3
5614,1.7,43.0,1
5615,1.7,55.0,0
5616,1.7,62.0,0
5617,1.7,57.0,0
5618,1.7,81.0,3
5619,1.7,77.0,3
5620,1.7,69.0,0
5621,1.7,51.0,1
5622,1.7,75.0,3
5623,1.7,0.0,1
5624,1.7,57.0,0
5625,1.7,0.0,1
5626,1.7,56.0,0
5627,1.7,86.0,3
5628,1.7,58.0,0
5629,1.7,43.0,1
5630,1.7,52.0,1
5631,1.6,85.0,3
5632,1.6,57.0,0
5633,1.6,45.0,1
5634,1.6,41.0,1
5635,1.6,58.0,0
5636,1.6,48.0,1
5637,1.6,61.0,0
5638,1.6,58.0,0
5639,1.6,62.0,0
5640,1.6,58.0,0
5641,1.6,59.0,0
5642,1.6,58.0,0
5643,1.6,43.0,1
5644,1.6,67.0,0
5645,1.6,55.0,0
5646,1.6,56.0,0
5647,1.6,86.0,3
5648,1.6,61.0,0
5649,1.6,79.0,3
5650,1.6,84.0,3
5651,1.6,60.0,0
5652,1.6,76.0,3
5653,1.6,63.0,0
5654,1.6,70.0,0
5655,1.6,67.0,0
5656,1.6,59.0,0
5657,1.6,58.0,0
5658,1.6,87.0,3
5659,1.6,71.0,3
5660,1.6,47.0,1
5661,1.6,56.0,0
5662,1.6,49.0,1
5663,1.6,82.0,3
5664,1.6,0.0,1
5665,1.6,43.0,1
5666,1.6,68.0,0
5667,1.6,68.0,0
5668,1.6,63.0,0
5669,1.6,72.0,3
5670,1.5,63.0,0
5671,1.5,58.0,0
5672,1.5,73.0,3
5673,1.5,50.0,1
5674,1.5,42.0,1
5675,1.5,51.0,1
5676,1.5,44.0,1
5677,1.5,49.0,1
5678,1.5,72.0,3
5679,1.5,67.0,0
5680,1.5,66.0,0
5681,1.5,89.0,3
5682,1.5,60.0,0
5683,1.5,83.0,3
5684,1.5,66.0,0
5685,1.5,50.0,1
5686,1.5,71.0,3
5687,1.5,50.0,1
5688,1.5,72.0,3
5689,1.5,83.0,3
5690,1.5,74.0,3
5691,1.5,72.0,3
5692,1.5,45.0,1
5693,1.5,57.0,0
5694,1.5,64.0,0
5695,1.5,82.0,3
5696,1.5,73.0,3
5697,1.5,76.0,3
5698,1.5,80.0,3
5699,1.5,84.0,3
5700,1.5,84.0,3
5701,1.5,53.0,1
5702,1.5,56.0,0
5703,1.5,68.0,0
5704,1.5,54.0,0
5705,1.5,56.0,0
5706,1.5,73.0,3
5707,1.5,62.0,0
5708,1.5,58.0,0
5709,1.5,49.0,1
5710,1.5,54.0,0
5711,1.5,80.0,3
5712,1.5,73.0,3
5713,1.5,55.0,0
5714,1.5,70.0,0
5715,1.5,50.0,1
5716,1.5,67.0,0
5717,1.5,57.0,0
5718,1.5,69.0,0
5719,1.5,69.0,0
5720,1.5,56.0,0
5721,1.5,54.0,0
5722,1.5,71.0,3
5723,1.5,53.0,1
5724,1.5,71.0,3
5725,1.5,47.0,1
5726,1.5,55.0,0
5727,1.5,56.0,0
5728,1.5,53.0,1
5729,1.5,53.0,1
5730,1.5,86.0,3
5731,1.5,69.0,0
5732,1.5,54.0,0
5733,1.5,79.0,3
5734,1.5,38.0,1
5735,1.5,65.0,0
5736,1.4,72.0,3
5737,1.4,66.0,0
5738,1.4,70.0,0
5739,1.4,70.0,0
5740,1.4,49.0,1
5741,1.4,48.0,1
5742,1.4,57.0,0
5743,1.4,50.0,1
5744,1.4,36.0,1
5745,1.4,66.0,0
5746,1.4,43.0,1
5747,1.4,59.0,0
5748,1.4,74.0,3
5749,1.4,64.0,0
5750,1.4,79.0,3
5751,1.4,68.0,0
5752,1.4,31.0,1
5753,1.4,29.0,1
5754,1.4,50.0,1
5755,1.4,48.0,1
5756,1.4,74.0,3
5757,1.4,68.0,0
5758,1.4,49.0,1
5759,1.4,66.0,0
5760,1.4,80.0,3
5761,1.4,84.0,3
5762,1.4,73.0,3
5763,1.4,75.0,3
5764,1.4,53.0,1
5765,1.4,47.0,1
5766,1.4,54.0,0
5767,1.4,51.0,1
5768,1.4,68.0,0
5769,1.4,65.0,0
5770,1.4,57.0,0
5771,1.4,49.0,1
5772,1.4,45.0,1
5773,1.4,50.0,1
5774,1.4,64.0,0
5775,1.4,57.0,0
5776,1.4,72.0,3
5777,1.4,62.0,0
5778,1.4,64.0,0
5779,1.4,44.0,1
5780,1.4,70.0,0
5781,1.4,75.0,3
5782,1.4,46.0,1
5783,1.4,33.0,1
5784,1.4,47.0,1
5785,1.4,62.0,0
5786,1.4,80.0,3
5787,1.4,53.0,1
5788,1.3,74.0,3
5789,1.3,0.0,1
5790,1.3,45.0,1
5791,1.3,72.0,3
5792,1.3,67.0,0
5793,1.3,77.0,3
5794,1.3,68.0,0
5795,1.3,51.0,1
5796,1.3,50.0,1
5797,1.3,39.0,1
5798,1.3,63.0,0
5799,1.3,46.0,1
5800,1.3,52.0,1
5801,1.3,60.0,0
5802,1.3,65.0,0
5803,1.3,80.0,3
5804,1.3,67.0,0
5805,1.3,54.0,0
5806,1.3,70.0,0
5807,1.3,62.0,0
5808,1.3,53.0,1
5809,1.3,50.0,1
5810,1.3,83.0,3
5811,1.3,56.0,0
5812,1.3,60.0,0
5813,1.3,44.0,1
5814,1.3,43.0,1
5815,1.3,54.0,0
5816,1.3,57.0,0
5817,1.3,53.0,1
5818,1.3,77.0,3
5819,1.3,71.0,3
5820,1.3,82.0,3
5821,1.3,61.0,0
5822,1.3,78.0,3
5823,1.3,62.0,0
5824,1.3,73.0,3
5825,1.3,51.0,1
5826,1.3,58.0,0
5827,1.3,48.0,1
5828,1.3,57.0,0
5829,1.3,52.0,1
5830,1.3,56.0,0
5831,1.3,47.0,1
5832,1.3,72.0,3
5833,1.3,49.0,1
5834,1.3,41.0,1
5835,1.3,89.0,3
5836,1.3,47.0,1
5837,1.3,55.0,0
5838,1.3,65.0,0
5839,1.3,68.0,0
5840,1.3,46.0,1
5841,1.3,53.0,1
5842,1.3,41.0,1
5843,1.2,68.0,0
5844,1.2,67.0,0
5845,1.2,49.0,1
5846,1.2,66.0,0
5847,1.2,41.0,1
5848,1.2,37.0,1
5849,1.2,82.0,3
5850,1.2,64.0,0
5851,1.2,82.0,3
5852,1.2,67.0,0
5853,1.2,68.0,0
5854,1.2,57.0,0
5855,1.2,45.0,1
5856,1.2,69.0,0
5857,1.2,56.0,0
5858,1.2,83.0,3
5859,1.2,58.0,0
5860,1.2,63.0,0
5861,1.2,57.0,0
5862,1.2,67.0,0
5863,1.2,90.0,3
5864,1.2,45.0,1
5865,1.2,78.0,3
5866,1.2,51.0,1
5867,1.2,76.0,3
5868,1.2,53.0,1
5869,1.2,43.0,1
5870,1.2,38.0,1
5871,1.2,49.0,1
5872,1.2,65.0,0
5873,1.2,46.0,1
5874,1.2,61.0,0
5875,1.2,45.0,1
5876,1.2,48.0,1
5877,1.2,39.0,1
5878,1.2,48.0,1
5879,1.2,48.0,1
5880,1.2,72.0,3
5881,1.2,77.0,3
5882,1.2,77.0,3
5883,1.2,55.0,0
5884,1.2,45.0,1
5885,1.2,50.0,1
5886,1.2,0.0,1
5887,1.2,51.0,1
5888,1.2,42.0,1
5889,1.2,68.0,0
5890,1.2,49.0,1
5891,1.2,67.0,0
5892,1.2,66.0,0
5893,1.2,40.0,1
5894,1.2,36.0,1
5895,1.1,87.0,3
5896,1.1,54.0,0
5897,1.1,0.0,1
5898,1.1,39.0,1
5899,1.1,71.0,3
5900,1.1,62.0,0
5901,1.1,57.0,0
5902,1.1,74.0,3
5903,1.1,75.0,3
5904,1.1,51.0,1
5905,1.1,69.0,0
5906,1.1,83.0,3
5907,1.1,49.0,1
5908,1.1,54.0,0
5909,1.1,48.0,1
5910,1.1,56.0,0
5911,1.1,70.0,0
5912,1.1,81.0,3
5913,1.1,51.0,1
5914,1.1,81.0,3
5915,1.1,42.0,1
5916,1.1,62.0,0
5917,1.1,56.0,0
5918,1.1,58.0,0
5919,1.1,49.0,1
5920,1.1,55.0,0
5921,1.1,51.0,1
5922,1.1,65.0,0
5923,1.1,43.0,1
5924,1.1,42.0,1
5925,1.1,69.0,0
5926,1.1,57.0,0
5927,1.1,64.0,0
5928,1.1,56.0,0
5929,1.1,89.0,3
5930,1.1,55.0,0
5931,1.1,0.0,1
5932,1.1,67.0,0
5933,1.1,81.0,3
5934,1.1,45.0,1
5935,1.1,69.0,0
5936,1.1,49.0,1
5937,1.1,45.0,1
5938,1.1,95.0,3
5939,1.1,75.0,3
5940,1.1,42.0,1
5941,1.1,45.0,1
5942,1.1,86.0,3
5943,1.1,79.0,3
5944,1.1,44.0,1
5945,1.1,52.0,1
5946,1.1,62.0,0
5947,1.1,76.0,3
5948,1.1,45.0,1
5949,1.1,0.0,1
5950,1.1,79.0,3
5951,1.1,55.0,0
5952,1.0,61.0,0
5953,1.0,55.0,0
5954,1.0,73.0,3
5955,1.0,36.0,1
5956,1.0,78.0,3
5957,1.0,66.0,0
5958,1.0,72.0,3
5959,1.0,51.0,1
5960,1.0,50.0,1
5961,1.0,54.0,0
5962,1.0,57.0,0
5963,1.0,73.0,3
5964,1.0,62.0,0
5965,1.0,77.0,3
5966,1.0,49.0,1
5967,1.0,56.0,0
5968,1.0,67.0,0
5969,1.0,55.0,0
5970,1.0,81.0,3
5971,1.0,81.0,3
5972,1.0,66.0,0
5973,1.0,56.0,0
5974,1.0,72.0,3
5975,1.0,49.0,1
5976,1.0,88.0,3
5977,1.0,80.0,3
5978,1.0,66.0,0
5979,1.0,64.0,0
5980,1.0,82.0,3
5981,1.0,49.0,1
5982,1.0,56.0,0
5983,1.0,74.0,3
5984,1.0,59.0,0
5985,1.0,49.0,1
5986,1.0,73.0,3
5987,1.0,48.0,1
5988,1.0,64.0,0
5989,1.0,76.0,3
5990,1.0,29.0,1
5991,1.0,58.0,0
5992,1.0,44.0,1
5993,1.0,54.0,0
5994,1.0,62.0,0
5995,1.0,50.0,1
5996,1.0,38.0,1
5997,1.0,63.0,0
5998,1.0,67.0,0
5999,1.0,54.0,0
6000,1.0,66.0,0
6001,1.0,72.0,3
6002,1.0,68.0,0
6003,1.0,75.0,3
6004,1.0,44.0,1
6005,1.0,45.0,1
6006,1.0,74.0,3
6007,1.0,0.0,1
6008,1.0,51.0,1
6009,1.0,68.0,0
6010,1.0,50.0,1
6011,1.0,84.0,3
6012,1.0,47.0,1
6013,1.0,47.0,1
6014,1.0,79.0,3
6015,1.0,75.0,3
6016,1.0,70.0,0
6017,1.0,66.0,0
6018,1.0,61.0,0
6019,1.0,57.0,0
6020,1.0,57.0,0
6021,1.0,53.0,1
6022,1.0,51.0,1
6023,1.0,55.0,0
6024,1.0,74.0,3
6025,1.0,36.0,1
6026,1.0,62.0,0
6027,74.0,71.0,2
6028,56.0,55.0,2
6029,50.0,80.0,2
6030,41.0,62.0,4
6031,39.5,66.0,4
6032,31.1,60.0,4
6033,26.5,56.0,4
6034,31.0,75.0,4
6035,30.0,54.0,4
6036,26.0,82.0,4
6037,27.0,53.0,4
6038,23.3,77.0,4
6039,25.5,91.0,4
6040,22.0,75.0,4
6041,22.0,70.0,4
6042,24.5,63.0,4
6043,21.3,63.0,4
6044,24.0,54.0,4
6045,21.2,61.0,4
6046,23.5,88.0,4
6047,21.0,67.0,4
6048,23.0,53.0,4
6049,19.8,37.0,4
6050,19.8,38.0,4
6051,18.5,45.0,4
6052,20.0,0.0,1
6053,18.1,47.0,4
6054,18.1,69.0,4
6055,19.6,56.0,4
6056,19.2,0.0,1
6057,19.0,83.0,4
6058,18.0,84.0,4
6059,18.0,45.0,4
6060,17.8,50.0,4
6061,16.0,55.0,4
6062,17.7,57.0,4
6063,16.8,43.0,4
6064,16.8,65.0,4
6065,16.6,67.0,4
6066,14.6,46.0,4
6067,16.0,44.0,4
6068,14.5,55.0,4
6069,16.0,57.0,4
6070,14.5,80.0,4
6071,15.8,67.0,4
6072,14.0,87.0,3
6073,15.1,46.0,4
6074,14.6,48.0,4
6075,13.5,26.0,1
6076,13.4,91.0,3
6077,14.4,0.0,1
6078,13.9,60.0,4
6079,13.8,53.0,4
6080,13.0,58.0,4
6081,13.4,44.0,1
6082,12.7,73.0,4
6083,13.3,71.0,4
6084,12.5,75.0,3
6085,13.2,61.0,4
6086,12.0,78.0,3
6087,13.0,59.0,4
6088,12.0,68.0,4
6089,13.0,53.0,4
6090,12.5,87.0,3
6091,11.3,49.0,1
6092,12.3,66.0,4
6093,11.9,79.0,3
6094,11.5,74.0,3
6095,10.6,72.0,3
6096,11.4,72.0,3
6097,11.2,62.0,0
6098,10.4,67.0,0
6099,11.0,75.0,3
6100,10.7,66.0,0
6101,10.7,44.0,1
6102,10.3,89.0,3
6103,10.1,53.0,1
6104,10.5,76.0,3
6105,10.0,48.0,1
6106,10.5,78.0,3
6107,10.0,79.0,3
6108,10.4,0.0,1
6109,10.0,71.0,3
6110,10.0,74.0,3
6111,10.0,45.0,1
6112,9.8,68.0,0
6113,10.0,73.0,3
6114,10.0,85.0,3
6115,9.9,47.0,1
6116,9.8,84.0,3
6117,9.8,0.0,1
6118,9.6,49.0,1
6119,9.5,72.0,3
6120,9.5,44.0,1
6121,9.4,42.0,1
6122,9.0,57.0,0
6123,9.3,85.0,3
6124,9.2,43.0,1
6125,9.2,46.0,1
6126,9.1,55.0,0
6127,8.6,65.0,0
6128,9.0,85.0,3
6129,8.9,50.0,1
6130,8.4,87.0,3
6131,8.8,51.0,1
6132,8.8,81.0,3
6133,8.3,56.0,0
6134,8.6,69.0,0
6135,8.1,53.0,1
6136,8.6,39.0,1
6137,8.0,55.0,0
6138,8.4,81.0,3
6139,8.3,53.0,1
6140,8.2,55.0,0
6141,8.0,54.0,0
6142,8.0,68.0,0
6143,7.6,80.0,3
6144,7.9,39.0,1
6145,7.8,74.0,3
6146,7.8,45.0,1
6147,7.5,71.0,3
6148,7.7,91.0,3
6149,7.7,62.0,0
6150,7.4,66.0,0
6151,7.6,62.0,0
6152,7.4,88.0,3
6153,7.5,52.0,1
6154,7.5,56.0,0
6155,7.5,48.0,1
6156,7.1,80.0,3
6157,7.3,68.0,0
6158,7.3,79.0,3
6159,7.2,59.0,0
6160,7.0,58.0,0
6161,7.1,54.0,0
6162,7.0,55.0,0
6163,6.9,68.0,0
6164,7.1,70.0,3
6165,7.0,52.0,1
6166,7.0,76.0,3
6167,6.8,53.0,1
6168,7.0,65.0,0
6169,6.7,63.0,0
6170,6.7,43.0,1
6171,6.7,60.0,0
6172,6.9,67.0,0
6173,6.6,58.0,0
6174,6.8,74.0,3
6175,6.7,49.0,1
6176,6.6,83.0,3
6177,6.5,71.0,3
6178,6.4,76.0,3
6179,6.6,84.0,3
6180,6.3,81.0,3
6181,6.5,67.0,0
6182,6.4,57.0,0
6183,6.3,59.0,0
6184,6.0,61.0,0
6185,6.2,61.0,0
6186,6.1,56.0,0
6187,6.0,78.0,3
6188,6.1,70.0,3
6189,6.1,55.0,0
6190,6.0,73.0,3
6191,5.9,61.0,0
6192,5.9,85.0,3
6193,6.0,73.0,3
6194,6.0,84.0,3
6195,5.9,64.0,0
6196,6.0,54.0,0
6197,5.8,77.0,3
6198,5.8,71.0,3
6199,6.0,0.0,1
6200,5.8,81.0,3
6201,5.9,65.0,0
6202,5.8,86.0,3
6203,5.7,79.0,3
6204,5.8,82.0,3
6205,5.8,0.0,1
6206,5.7,60.0,0
6207,5.7,47.0,1
6208,5.6,46.0,1
6209,5.6,65.0,0
6210,5.6,50.0,1
6211,5.5,43.0,1
6212,5.5,55.0,0
6213,5.5,68.0,0
6214,5.3,73.0,3
6215,5.5,55.0,0
6216,5.5,63.0,0
6217,5.2,71.0,3
6218,5.5,58.0,0
6219,5.2,76.0,3
6220,5.5,47.0,1
6221,5.4,42.0,1
6222,5.2,59.0,0
6223,5.3,82.0,3
6224,5.1,53.0,1
6225,5.3,50.0,1
6226,5.1,68.0,0
6227,5.2,54.0,0
6228,5.1,78.0,3
6229,5.1,76.0,3
6230,5.1,0.0,1
6231,5.1,52.0,1
6232,5.1,87.0,3
6233,5.1,65.0,0
6234,5.0,53.0,1
6235,5.0,79.0,3
6236,5.0,71.0,3
6237,5.0,69.0,0
6238,5.0,70.0,0
6239,5.0,72.0,3
6240,4.9,85.0,3
6241,5.0,39.0,1
6242,4.9,69.0,0
6243,5.0,66.0,0
6244,5.0,48.0,1
6245,4.7,77.0,3
6246,4.8,64.0,0
6247,4.7,83.0,3
6248,4.8,70.0,0
6249,4.7,82.0,3
6250,4.8,60.0,0
6251,4.8,65.0,0
6252,4.7,91.0,3
6253,4.7,78.0,3
6254,4.7,73.0,3
6255,4.7,50.0,1
6256,4.7,63.0,0
6257,4.5,87.0,3
6258,4.7,81.0,3
6259,4.6,84.0,3
6260,4.5,66.0,0
6261,4.6,56.0,0
6262,4.6,83.0,3
6263,4.5,56.0,0
6264,4.5,70.0,0
6265,4.5,76.0,3
6266,4.5,84.0,3
6267,4.5,78.0,3
6268,4.5,62.0,0
6269,4.3,65.0,0
6270,4.3,68.0,0
6271,4.5,93.0,3
6272,4.4,63.0,0
6273,4.3,65.0,0
6274,4.4,80.0,3
6275,4.4,43.0,1
6276,4.3,90.0,3
6277,4.3,66.0,0
6278,4.2,67.0,0
6279,4.3,73.0,3
6280,4.3,0.0,1
6281,4.2,85.0,3
6282,4.2,60.0,0
6283,4.2,67.0,0
6284,4.2,74.0,3
6285,4.2,65.0,0
6286,4.2,57.0,0
6287,4.2,62.0,0
6288,4.2,80.0,3
6289,4.2,52.0,1
6290,4.2,69.0,0
6291,4.0,63.0,0
6292,4.0,100.0,3
6293,4.1,38.0,1
6294,4.1,75.0,3
6295,4.0,82.0,3
6296,4.1,29.0,1
6297,4.0,85.0,3
6298,4.0,82.0,3
6299,4.0,66.0,0
6300,4.0,66.0,0
6301,4.0,39.0,1
6302,4.0,46.0,1
6303,4.0,87.0,3
6304,4.0,44.0,1
6305,3.9,67.0,0
6306,4.0,85.0,3
6307,4.0,45.0,1
6308,3.9,77.0,3
6309,3.8,52.0,1
6310,3.8,88.0,3
6311,3.9,65.0,0
6312,3.9,45.0,1
6313,3.9,61.0,0
6314,3.9,61.0,0
6315,3.9,77.0,3
6316,3.8,87.0,3
6317,3.8,54.0,0
6318,3.8,65.0,0
6319,3.8,60.0,0
6320,3.8,81.0,3
6321,3.8,70.0,0
6322,3.7,67.0,0
6323,3.8,65.0,0
6324,3.7,58.0,0
6325,3.7,57.0,0
6326,3.7,57.0,0
6327,3.7,43.0,1
6328,3.6,72.0,3
6329,3.7,78.0,3
6330,3.6,48.0,1
6331,3.7,68.0,0
6332,3.6,59.0,0
6333,3.5,59.0,0
6334,3.6,0.0,1
6335,3.5,78.0,3
6336,3.6,62.0,0
6337,3.5,93.0,3
6338,3.6,62.0,0
6339,3.5,70.0,0
6340,3.5,47.0,1
6341,3.5,0.0,1
6342,3.5,54.0,0
6343,3.5,51.0,1
6344,3.5,73.0,3
6345,3.5,59.0,0
6346,3.5,45.0,1
6347,3.5,56.0,0
6348,3.4,60.0,0
6349,3.4,62.0,0
6350,3.5,0.0,1
6351,3.4,50.0,1
6352,3.4,74.0,3
6353,3.4,80.0,3
6354,3.4,76.0,3
6355,3.4,66.0,0
6356,3.4,62.0,0
6357,3.4,45.0,1
6358,3.4,44.0,1
6359,3.3,37.0,1
6360,3.4,61.0,0
6361,3.3,84.0,3
6362,3.4,74.0,3
6363,3.4,78.0,3
6364,3.3,56.0,0
6365,3.3,59.0,0
6366,3.3,50.0,1
6367,3.3,46.0,1
6368,3.3,60.0,0
6369,3.3,59.0,0
6370,3.3,71.0,3
6371,3.3,49.0,1
6372,3.2,58.0,0
6373,3.3,50.0,1
6374,3.2,37.0,1
6375,3.2,77.0,3
6376,3.2,59.0,0
6377,3.2,61.0,0
6378,3.2,66.0,0
6379,3.2,41.0,1
6380,3.2,70.0,0
6381,3.2,39.0,1
6382,3.2,47.0,1
6383,3.2,52.0,1
6384,3.2,59.0,0
6385,3.2,46.0,1
6386,3.2,74.0,3
6387,3.2,73.0,3
6388,3.1,47.0,1
6389,3.1,79.0,3
6390,3.1,28.0,1
6391,3.1,41.0,1
6392,3.1,88.0,3
6393,3.1,84.0,3
6394,3.1,68.0,0
6395,3.1,67.0,0
6396,3.1,85.0,3
6397,3.1,66.0,0
6398,3.1,70.0,0
6399,3.1,49.0,1
6400,3.1,66.0,0
6401,3.0,68.0,0
6402,3.1,59.0,0
6403,3.0,80.0,3
6404,3.0,82.0,3
6405,3.0,42.0,1
6406,3.0,61.0,0
6407,3.0,59.0,0
6408,3.0,85.0,3
6409,3.0,69.0,0
6410,3.0,61.0,0
6411,3.0,87.0,3
6412,3.0,54.0,0
6413,3.0,68.0,0
6414,3.0,75.0,3
6415,3.0,60.0,0
6416,3.0,64.0,0
6417,3.0,63.0,0
6418,3.0,66.0,0
6419,2.9,59.0,0
6420,2.9,85.0,3
6421,2.9,81.0,3
6422,2.9,60.0,0
6423,2.9,74.0,3
6424,2.9,63.0,0
6425,2.9,80.0,3
6426,2.9,59.0,0
6427,2.9,83.0,3
6428,2.9,61.0,0
6429,2.9,81.0,3
6430,2.9,45.0,1
6431,2.9,63.0,0
6432,2.8,71.0,3
6433,2.9,63.0,0
6434,2.9,69.0,0
6435,2.9,65.0,0
6436,2.8,63.0,0
6437,2.8,41.0,1
6438,2.8,59.0,0
6439,2.8,44.0,1
6440,2.8,55.0,0
6441,2.8,62.0,0
6442,2.8,85.0,3
6443,2.8,43.0,1
6444,2.8,65.0,0
6445,2.8,51.0,1
6446,2.7,56.0,0
6447,2.7,40.0,1
6448,2.7,63.0,0
6449,2.7,60.0,0
6450,2.7,64.0,0
6451,2.7,49.0,1
6452,2.7,64.0,0
6453,2.7,73.0,3
6454,2.7,91.0,3
6455,2.7,55.0,0
6456,2.7,26.0,1
6457,2.7,64.0,0
6458,2.7,47.0,1
6459,2.7,47.0,1
6460,2.7,57.0,0
6461,2.7,51.0,1
6462,2.7,80.0,3
6463,2.7,45.0,1
6464,2.7,81.0,3
6465,2.7,60.0,0
6466,2.6,39.0,1
6467,2.6,82.0,3
6468,2.6,73.0,3
6469,2.6,69.0,0
6470,2.6,64.0,0
6471,2.6,63.0,0
6472,2.6,63.0,0
6473,2.6,74.0,3
6474,2.6,51.0,1
6475,2.6,61.0,0
6476,2.6,63.0,0
6477,2.6,73.0,3
6478,2.6,60.0,0
6479,2.6,58.0,0
6480,2.6,61.0,0
6481,2.6,56.0,0
6482,2.6,59.0,0
6483,2.6,69.0,0
6484,2.6,62.0,0
6485,2.5,0.0,1
6486,2.5,59.0,0
6487,2.5,52.0,1
6488,2.5,49.0,1
6489,2.5,57.0,0
6490,2.5,81.0,3
6491,2.5,83.0,3
6492,2.5,75.0,3
6493,2.5,72.0,3
6494,2.5,53.0,1
6495,2.5,80.0,3
6496,2.5,44.0,1
6497,2.5,75.0,3
6498,2.5,69.0,0
6499,2.5,48.0,1
6500,2.5,51.0,1
6501,2.5,61.0,0
6502,2.5,73.0,3
6503,2.5,65.0,0
6504,2.5,48.0,1
6505,2.5,57.0,0
6506,2.5,68.0,0
6507,2.5,75.0,3
6508,2.5,44.0,1
6509,2.5,47.0,1
6510,2.5,70.0,0
6511,2.5,54.0,0
6512,2.4,93.0,3
6513,2.5,48.0,1
6514,2.5,61.0,0
6515,2.4,67.0,0
6516,2.4,69.0,0
6517,2.4,73.0,3
6518,2.4,75.0,3
6519,2.4,64.0,0
6520,2.4,60.0,0
6521,2.4,61.0,0
6522,2.4,46.0,1
6523,2.4,67.0,0
6524,2.4,70.0,0
6525,2.4,86.0,3
6526,2.4,42.0,1
6527,2.4,69.0,0
6528,2.4,57.0,0
6529,2.4,61.0,0
6530,2.4,95.0,3
6531,2.4,61.0,0
6532,2.4,37.0,1
6533,2.4,76.0,3
6534,2.4,54.0,0
6535,2.4,59.0,0
6536,2.4,67.0,0
6537,2.4,53.0,1
6538,2.3,86.0,3
6539,2.3,43.0,1
6540,2.3,49.0,1
6541,2.3,60.0,0
6542,2.3,79.0,3
6543,2.3,74.0,3
6544,2.3,42.0,1
6545,2.3,51.0,1
6546,2.3,57.0,0
6547,2.3,51.0,1
6548,2.3,81.0,3
6549,2.3,57.0,0
6550,2.3,56.0,0
6551,2.3,61.0,0
6552,2.3,62.0,0
6553,2.3,51.0,1
6554,2.3,58.0,0
6555,2.3,69.0,0
6556,2.3,66.0,0
6557,2.3,79.0,3
6558,2.3,76.0,3
6559,2.3,52.0,1
6560,2.3,58.0,0
6561,2.3,76.0,3
6562,2.3,87.0,3
6563,2.3,69.0,0
6564,2.3,55.0,0
6565,2.3,69.0,0
6566,2.2,49.0,1
6567,2.2,56.0,0
6568,2.2,61.0,0
6569,2.2,64.0,0
6570,2.2,51.0,1
6571,2.2,65.0,0
6572,2.2,58.0,0
6573,2.2,59.0,0
6574,2.2,48.0,1
6575,2.2,48.0,1
6576,2.2,64.0,0
6577,2.2,71.0,3
6578,2.2,73.0,3
6579,2.2,57.0,0
6580,2.2,85.0,3
6581,2.2,76.0,3
6582,2.2,58.0,0
6583,2.2,60.0,0
6584,2.2,80.0,3
6585,2.2,59.0,0
6586,2.2,56.0,0
6587,2.2,34.0,1
6588,2.2,69.0,0
6589,2.2,0.0,1
6590,2.1,46.0,1
6591,2.1,57.0,0
6592,2.1,66.0,0
6593,2.1,67.0,0
6594,2.1,63.0,0
6595,2.1,40.0,1
6596,2.1,50.0,1
6597,2.1,55.0,0
6598,2.1,92.0,3
6599,2.1,73.0,3
6600,2.1,59.0,0
6601,2.1,74.0,3
6602,2.1,65.0,0
6603,2.1,71.0,3
6604,2.1,51.0,1
6605,2.1,58.0,0
6606,2.1,58.0,0
6607,2.1,45.0,1
6608,2.1,64.0,0
6609,2.1,60.0,0
6610,2.1,68.0,0
6611,2.1,72.0,3
6612,2.1,52.0,1
6613,2.1,57.0,0
6614,2.1,66.0,0
6615,2.1,72.0,3
6616,2.1,71.0,3
6617,2.1,80.0,3
6618,2.1,49.0,1
6619,2.1,47.0,1
6620,2.1,73.0,3
6621,2.0,57.0,0
6622,2.0,50.0,1
6623,2.0,71.0,3
6624,2.0,54.0,0
6625,2.0,68.0,0
6626,2.0,68.0,0
6627,2.0,79.0,3
6628,2.0,50.0,1
6629,2.0,61.0,0
6630,2.0,49.0,1
6631,2.0,64.0,0
6632,2.0,67.0,0
6633,2.0,65.0,0
6634,2.0,56.0,0
6635,2.0,63.0,0
6636,2.0,62.0,0
