,net_worth_billions,age,clusters
22302,2.9,47.0,1
22303,2.9,82.0,3
22304,2.9,87.0,3
22305,2.9,69.0,0
22306,2.9,38.0,1
22307,2.9,78.0,3
22308,2.9,43.0,1
22309,2.9,78.0,3
22310,2.9,58.0,0
22311,2.9,61.0,0
22312,2.9,70.0,0
22313,2.9,74.0,3
22314,2.9,59.0,0
22315,2.8,90.0,3
22316,2.8,73.0,3
22317,2.8,60.0,0
22318,2.8,72.0,3
22319,2.8,70.0,0
22320,2.8,54.0,0
22321,2.8,53.0,1
22322,2.8,52.0,1
22323,2.8,74.0,3
22324,2.8,58.0,0
22325,2.8,64.0,0
22326,2.8,63.0,0
22327,2.8,66.0,0
22328,2.8,65.0,0
22329,2.8,68.0,0
22330,2.8,66.0,0
22331,2.8,68.0,0
22332,2.8,68.0,0
22333,2.8,70.0,0
22334,2.8,71.0,3
22335,2.8,47.0,1
22336,2.7,74.0,3
22337,2.7,76.0,3
22338,2.7,75.0,3
22339,2.7,69.0,0
22340,2.7,71.0,3
22341,2.7,88.0,3
22342,2.7,70.0,0
22343,2.7,56.0,0
22344,2.7,59.0,0
22345,2.7,66.0,0
22346,2.7,58.0,0
22347,2.7,53.0,1
22348,2.7,47.0,1
22349,2.7,65.0,0
22350,2.7,77.0,3
22351,2.7,88.0,3
22352,2.7,50.0,1
22353,2.7,56.0,0
22354,2.7,66.0,0
22355,2.7,51.0,1
22356,2.7,68.0,0
22357,2.7,83.0,3
22358,2.7,87.0,3
22359,2.7,60.0,0
22360,2.7,47.0,1
22361,2.7,40.0,1
22362,2.7,69.0,0
22363,2.7,75.0,3
22364,2.7,79.0,3
22365,2.7,58.0,0
22366,2.7,75.0,3
22367,2.7,50.0,1
22368,2.7,75.0,3
22369,2.7,61.0,0
22370,2.7,50.0,1
22371,2.7,62.0,0
22372,2.7,62.0,0
22373,2.7,68.0,0
22374,2.7,59.0,0
22375,2.7,69.0,0
22376,2.6,53.0,1
22377,2.6,73.0,3
22378,2.6,63.0,0
22379,2.6,60.0,0
22380,2.6,60.0,0
22381,2.6,76.0,3
22382,2.6,43.0,1
22383,2.6,63.0,0
22384,2.6,58.0,0
22385,2.6,70.0,0
22386,2.6,57.0,0
22387,2.6,86.0,3
22388,2.6,43.0,1
22389,2.6,72.0,3
22390,2.6,65.0,0
22391,2.6,59.0,0
22392,2.6,80.0,3
22393,2.6,67.0,0
22394,2.6,67.0,0
22395,2.6,66.0,0
22396,2.6,86.0,3
22397,2.6,74.0,3
22398,2.6,70.0,0
22399,2.6,66.0,0
22400,2.6,96.0,3
22401,2.6,55.0,0
22402,2.6,56.0,0
22403,2.6,60.0,0
22404,2.6,58.0,0
22405,2.6,67.0,0
22406,2.6,75.0,3
22407,2.6,67.0,0
22408,2.5,48.0,1
22409,2.5,55.0,0
22410,2.5,72.0,3
22411,2.5,67.0,0
22412,2.5,75.0,3
22413,2.5,66.0,0
22414,2.5,82.0,3
22415,2.5,74.0,3
22416,2.5,90.0,3
22417,2.5,76.0,3
22418,2.5,84.0,3
22419,2.5,79.0,3
22420,2.5,51.0,1
22421,2.5,55.0,0
22422,2.5,58.0,0
22423,2.5,88.0,3
22424,2.5,90.0,3
22425,2.5,54.0,0
22426,2.5,79.0,3
22427,2.5,34.0,1
22428,2.5,75.0,3
22429,2.5,63.0,0
22430,2.5,63.0,0
22431,2.5,56.0,0
22432,2.5,92.0,3
22433,2.5,66.0,0
22434,2.5,60.0,0
22435,2.5,64.0,0
22436,2.5,66.0,0
22437,2.5,85.0,3
22438,2.5,85.0,3
22439,2.5,60.0,0
22440,2.5,70.0,0
22441,2.5,64.0,0
22442,2.5,70.0,0
22443,2.5,82.0,3
22444,2.5,75.0,3
22445,2.5,66.0,0
22446,2.5,82.0,3
22447,2.4,53.0,1
22448,2.4,82.0,3
22449,2.4,87.0,3
22450,2.4,92.0,3
22451,2.4,55.0,0
22452,2.4,66.0,0
22453,2.4,62.0,0
22454,2.4,85.0,3
22455,2.4,74.0,3
22456,2.4,55.0,0
22457,2.4,56.0,0
22458,2.4,63.0,0
22459,2.4,66.0,0
22460,2.4,65.0,0
22461,2.4,52.0,1
22462,2.4,56.0,0
22463,2.4,55.0,0
22464,2.4,73.0,3
22465,2.4,81.0,3
22466,2.4,61.0,0
22467,2.4,87.0,3
22468,2.4,93.0,3
22469,2.4,65.0,0
22470,2.4,41.0,1
22471,2.4,70.0,0
22472,2.4,50.0,1
22473,2.4,63.0,0
22474,2.4,74.0,3
22475,2.4,63.0,0
22476,2.4,80.0,3
22477,2.4,51.0,1
22478,2.4,70.0,0
22479,2.4,70.0,0
22480,2.3,76.0,3
22481,2.3,43.0,1
22482,2.3,42.0,1
22483,2.3,58.0,0
22484,2.3,88.0,3
22485,2.3,82.0,3
22486,2.3,67.0,0
22487,2.3,63.0,0
22488,2.3,52.0,1
22489,2.3,83.0,3
22490,2.3,50.0,1
22491,2.3,89.0,3
22492,2.3,69.0,0
22493,2.3,65.0,0
22494,2.3,47.0,1
22495,2.3,72.0,3
22496,2.3,70.0,0
22497,2.3,57.0,0
22498,2.3,50.0,1
22499,2.3,60.0,0
22500,2.3,79.0,3
22501,2.3,52.0,1
22502,2.3,60.0,0
22503,2.3,57.0,0
22504,2.3,74.0,3
22505,2.3,56.0,0
22506,2.3,54.0,0
22507,2.3,69.0,0
22508,2.3,72.0,3
22509,2.3,51.0,1
22510,2.3,63.0,0
22511,2.3,52.0,1
22512,2.3,63.0,0
22513,2.3,81.0,3
22514,2.3,54.0,0
22515,2.3,26.0,1
22516,2.3,76.0,3
22517,2.2,74.0,3
22518,2.2,63.0,0
22519,2.2,45.0,1
22520,2.2,57.0,0
22521,2.2,76.0,3
22522,2.2,60.0,0
22523,2.2,73.0,3
22524,2.2,88.0,3
22525,2.2,82.0,3
22526,2.2,68.0,0
22527,2.2,66.0,0
22528,2.2,58.0,0
22529,2.2,58.0,0
22530,2.2,80.0,3
22531,2.2,61.0,0
22532,2.2,72.0,3
22533,2.2,68.0,0
22534,2.2,65.0,0
22535,2.2,64.0,0
22536,2.2,57.0,0
22537,2.2,48.0,1
22538,2.2,59.0,0
22539,2.2,52.0,1
22540,2.2,87.0,3
22541,2.2,65.0,0
22542,2.2,58.0,0
22543,2.2,79.0,3
22544,2.2,73.0,3
22545,2.2,56.0,0
22546,2.2,75.0,3
22547,2.2,64.0,0
22548,2.2,57.0,0
22549,2.2,53.0,1
22550,2.2,76.0,3
22551,2.2,47.0,1
22552,2.2,71.0,3
22553,2.2,41.0,1
22554,2.2,69.0,0
22555,2.2,56.0,0
22556,2.2,56.0,0
22557,2.2,70.0,0
22558,2.2,63.0,0
22559,2.2,79.0,3
22560,2.2,44.0,1
22561,2.2,63.0,0
22562,2.2,70.0,0
22563,2.2,86.0,3
22564,2.2,50.0,1
22565,2.2,65.0,0
22566,2.2,67.0,0
22567,2.2,64.0,0
22568,2.2,64.0,0
22569,2.2,62.0,0
22570,2.2,53.0,1
22571,2.2,44.0,1
22572,2.2,49.0,1
22573,2.1,63.0,0
22574,2.1,83.0,3
22575,2.1,78.0,3
22576,2.1,81.0,3
22577,2.1,48.0,1
22578,2.1,47.0,1
22579,2.1,52.0,1
22580,2.1,61.0,0
22581,2.1,68.0,0
22582,2.1,49.0,1
22583,2.1,50.0,1
22584,2.1,82.0,3
22585,2.1,70.0,0
22586,2.1,46.0,1
22587,2.1,65.0,0
22588,2.1,53.0,1
22589,2.1,58.0,0
22590,2.1,75.0,3
22591,2.1,86.0,3
22592,2.1,68.0,0
22593,2.1,61.0,0
22594,2.1,63.0,0
22595,2.1,62.0,0
22596,2.1,68.0,0
22597,2.1,66.0,0
22598,2.1,57.0,0
22599,2.1,51.0,1
22600,2.1,52.0,1
22601,2.1,70.0,0
22602,2.1,37.0,1
22603,2.1,74.0,3
22604,2.1,67.0,0
22605,2.1,79.0,3
22606,2.1,49.0,1
22607,2.1,74.0,3
22608,2.1,47.0,1
22609,2.1,43.0,1
22610,2.1,57.0,0
22611,2.1,64.0,0
22612,2.1,58.0,0
22613,2.1,64.0,0
22614,2.1,49.0,1
22615,2.1,75.0,3
22616,2.1,72.0,3
22617,2.1,73.0,3
22618,2.1,40.0,1
22619,2.1,53.0,1
22620,2.1,43.0,1
22621,2.1,41.0,1
22622,2.1,67.0,0
22623,2.1,57.0,0
22624,2.1,73.0,3
22625,2.1,81.0,3
22626,2.1,73.0,3
22627,2.1,56.0,0
22628,2.1,71.0,3
22629,2.1,79.0,3
22630,2.1,72.0,3
22631,2.1,48.0,1
22632,2.1,72.0,3
22633,2.1,53.0,1
22634,2.1,84.0,3
22635,2.0,95.0,3
22636,2.0,60.0,0
22637,2.0,63.0,0
22638,2.0,67.0,0
22639,2.0,82.0,3
22640,2.0,84.0,3
22641,2.0,53.0,1
22642,2.0,62.0,0
22643,2.0,54.0,0
22644,2.0,71.0,3
22645,2.0,73.0,3
22646,2.0,69.0,0
22647,2.0,79.0,3
22648,2.0,62.0,0
22649,2.0,43.0,1
22650,2.0,37.0,1
22651,2.0,55.0,0
22652,2.0,71.0,3
22653,2.0,63.0,0
22654,2.0,52.0,1
22655,2.0,60.0,0
22656,2.0,55.0,0
22657,2.0,57.0,0
22658,2.0,67.0,0
22659,2.0,93.0,3
22660,2.0,70.0,0
22661,2.0,63.0,0
22662,2.0,36.0,1
22663,2.0,72.0,3
22664,2.0,53.0,1
22665,2.0,46.0,1
22666,2.0,86.0,3
22667,2.0,53.0,1
22668,2.0,65.0,0
22669,2.0,28.0,1
22670,2.0,47.0,1
22671,2.0,76.0,3
22672,2.0,69.0,0
22673,2.0,52.0,1
22674,2.0,44.0,1
22675,2.0,68.0,0
22676,2.0,79.0,3
22677,2.0,56.0,0
22678,2.0,79.0,3
22679,2.0,81.0,3
22680,2.0,75.0,3
22681,2.0,60.0,0
22682,2.0,96.0,3
22683,2.0,56.0,0
22684,2.0,73.0,3
22685,2.0,61.0,0
22686,2.0,66.0,0
22687,2.0,70.0,0
22688,2.0,84.0,3
22689,2.0,52.0,1
22690,2.0,74.0,3
22691,2.0,79.0,3
22692,2.0,61.0,0
22693,2.0,64.0,0
22694,2.0,57.0,0
22695,2.0,52.0,1
22696,2.0,64.0,0
22697,2.0,63.0,0
22698,2.0,66.0,0
22699,2.0,64.0,0
22700,2.0,78.0,3
22701,2.0,58.0,0
22702,2.0,58.0,0
22703,2.0,49.0,1
22704,2.0,85.0,3
22705,2.0,47.0,1
22706,2.0,65.0,0
22707,1.9,74.0,3
22708,1.9,83.0,3
22709,1.9,77.0,3
22710,1.9,45.0,1
22711,1.9,68.0,0
22712,1.9,94.0,3
22713,1.9,84.0,3
22714,1.9,50.0,1
22715,1.9,69.0,0
22716,1.9,73.0,3
22717,1.9,85.0,3
22718,1.9,54.0,0
22719,1.9,95.0,3
22720,1.9,78.0,3
22721,1.9,71.0,3
22722,1.9,69.0,0
22723,1.9,67.0,0
22724,1.9,64.0,0
22725,1.9,65.0,0
22726,1.9,67.0,0
22727,1.9,59.0,0
22728,1.9,66.0,0
22729,1.9,42.0,1
22730,1.9,56.0,0
22731,1.9,51.0,1
22732,1.9,71.0,3
22733,1.9,44.0,1
22734,1.9,74.0,3
22735,1.9,87.0,3
22736,1.9,89.0,3
22737,1.9,73.0,3
22738,1.9,58.0,0
22739,1.9,63.0,0
22740,1.9,31.0,1
22741,1.9,73.0,3
22742,1.9,68.0,0
22743,1.9,70.0,0
22744,1.9,69.0,0
22745,1.9,76.0,3
22746,1.9,78.0,3
22747,1.9,50.0,1
22748,1.9,84.0,3
22749,1.9,58.0,0
22750,1.9,67.0,0
22751,1.9,63.0,0
22752,1.9,80.0,3
22753,1.9,29.0,1
22754,1.9,72.0,3
22755,1.9,83.0,3
22756,1.9,64.0,0
22757,1.9,60.0,0
22758,1.9,67.0,0
22759,1.9,70.0,0
22760,1.9,54.0,0
22761,1.9,53.0,1
22762,1.9,64.0,0
22763,1.9,84.0,3
22764,1.9,56.0,0
22765,1.9,71.0,3
22766,1.9,62.0,0
22767,1.9,45.0,1
22768,1.8,46.0,1
22769,1.8,74.0,3
22770,1.8,63.0,0
22771,1.8,47.0,1
22772,1.8,86.0,3
22773,1.8,84.0,3
22774,1.8,67.0,0
22775,1.8,77.0,3
22776,1.8,52.0,1
22777,1.8,64.0,0
22778,1.8,75.0,3
22779,1.8,75.0,3
22780,1.8,69.0,0
22781,1.8,65.0,0
22782,1.8,78.0,3
22783,1.8,70.0,0
22784,1.8,52.0,1
22785,1.8,61.0,0
22786,1.8,53.0,1
22787,1.8,68.0,0
22788,1.8,68.0,0
22789,1.8,68.0,0
22790,1.8,59.0,0
22791,1.8,68.0,0
22792,1.8,67.0,0
22793,1.8,54.0,0
22794,1.8,54.0,0
22795,1.8,66.0,0
22796,1.8,58.0,0
22797,1.8,64.0,0
22798,1.8,66.0,0
22799,1.8,64.0,0
22800,1.8,72.0,3
22801,1.8,70.0,0
22802,1.8,74.0,3
22803,1.8,65.0,0
22804,1.8,74.0,3
22805,1.8,65.0,0
22806,1.8,72.0,3
22807,1.8,63.0,0
22808,1.8,49.0,1
22809,1.8,46.0,1
22810,1.8,63.0,0
22811,1.8,56.0,0
22812,1.8,38.0,1
22813,1.8,63.0,0
22814,1.8,58.0,0
22815,1.8,61.0,0
22816,1.8,63.0,0
22817,1.8,70.0,0
22818,1.8,60.0,0
22819,1.8,62.0,0
22820,1.8,69.0,0
22821,1.8,38.0,1
22822,1.8,62.0,0
22823,1.8,70.0,0
22824,1.8,63.0,0
22825,1.8,41.0,1
22826,1.8,66.0,0
22827,1.8,47.0,1
22828,1.8,59.0,0
22829,1.8,65.0,0
22830,1.8,48.0,1
22831,1.8,51.0,1
22832,1.8,34.0,1
22833,1.8,44.0,1
22834,1.8,50.0,1
22835,1.8,48.0,1
22836,1.8,57.0,0
22837,1.8,53.0,1
22838,1.8,54.0,0
22839,1.7,64.0,0
22840,1.7,76.0,3
22841,1.7,74.0,3
22842,1.7,70.0,0
22843,1.7,54.0,0
22844,1.7,53.0,1
22845,1.7,70.0,0
22846,1.7,41.0,1
22847,1.7,70.0,0
22848,1.7,84.0,3
22849,1.7,59.0,0
22850,1.7,78.0,3
22851,1.7,65.0,0
22852,1.7,99.0,3
22853,1.7,76.0,3
22854,1.7,66.0,0
22855,1.7,63.0,0
22856,1.7,77.0,3
22857,1.7,77.0,3
22858,1.7,89.0,3
22859,1.7,78.0,3
22860,1.7,56.0,0
22861,1.7,78.0,3
22862,1.7,71.0,3
22863,1.7,69.0,0
22864,1.7,56.0,0
22865,1.7,42.0,1
22866,1.7,50.0,1
22867,1.7,63.0,0
22868,1.7,65.0,0
22869,1.7,84.0,3
22870,1.7,56.0,0
22871,1.7,58.0,0
22872,1.7,37.0,1
22873,1.7,63.0,0
22874,1.7,56.0,0
22875,1.7,65.0,0
22876,1.7,55.0,0
22877,1.7,52.0,1
22878,1.7,71.0,3
22879,1.7,76.0,3
22880,1.7,53.0,1
22881,1.7,83.0,3
22882,1.7,63.0,0
22883,1.7,70.0,0
22884,1.7,62.0,0
22885,1.7,84.0,3
22886,1.7,64.0,0
22887,1.7,74.0,3
22888,1.7,80.0,3
22889,1.7,70.0,0
22890,1.7,90.0,3
22891,1.7,60.0,0
22892,1.7,61.0,0
22893,1.7,81.0,3
22894,1.7,63.0,0
22895,1.7,66.0,0
22896,1.7,73.0,3
22897,1.7,45.0,1
22898,1.7,85.0,3
22899,1.7,67.0,0
22900,1.7,73.0,3
22901,1.7,68.0,0
22902,1.7,63.0,0
22903,1.7,77.0,3
22904,1.7,62.0,0
22905,1.7,62.0,0
22906,1.7,60.0,0
22907,1.6,91.0,3
22908,1.6,76.0,3
22909,1.6,55.0,0
22910,1.6,76.0,3
22911,1.6,82.0,3
22912,1.6,69.0,0
22913,1.6,78.0,3
22914,1.6,78.0,3
22915,1.6,49.0,1
22916,1.6,44.0,1
22917,1.6,54.0,0
22918,1.6,63.0,0
22919,1.6,49.0,1
22920,1.6,77.0,3
22921,1.6,80.0,3
22922,1.6,73.0,3
22923,1.6,81.0,3
22924,1.6,52.0,1
22925,1.6,44.0,1
22926,1.6,58.0,0
22927,1.6,51.0,1
22928,1.6,50.0,1
22929,1.6,65.0,0
22930,1.6,88.0,3
22931,1.6,63.0,0
22932,1.6,81.0,3
22933,1.6,71.0,3
22934,1.6,47.0,1
22935,1.6,75.0,3
22936,1.6,61.0,0
22937,1.6,55.0,0
22938,1.6,71.0,3
22939,1.6,65.0,0
22940,1.6,43.0,1
22941,1.6,57.0,0
22942,1.6,54.0,0
22943,1.6,52.0,1
22944,1.6,55.0,0
22945,1.6,79.0,3
22946,1.6,56.0,0
22947,1.6,55.0,0
22948,1.6,51.0,1
22949,1.6,73.0,3
22950,1.6,44.0,1
22951,1.6,46.0,1
22952,1.6,74.0,3
22953,1.6,54.0,0
22954,1.6,68.0,0
22955,1.6,85.0,3
22956,1.6,96.0,3
22957,1.6,56.0,0
22958,1.6,77.0,3
22959,1.6,40.0,1
22960,1.6,73.0,3
22961,1.6,62.0,0
22962,1.6,50.0,1
22963,1.6,60.0,0
22964,1.6,49.0,1
22965,1.6,61.0,0
22966,1.6,78.0,3
22967,1.6,77.0,3
22968,1.6,82.0,3
22969,1.6,52.0,1
22970,1.6,52.0,1
22971,1.6,92.0,3
22972,1.6,56.0,0
22973,1.6,70.0,0
22974,1.6,62.0,0
22975,1.6,67.0,0
22976,1.6,52.0,1
22977,1.6,56.0,0
22978,1.6,60.0,0
22979,1.6,54.0,0
22980,1.6,54.0,0
22981,1.6,54.0,0
22982,1.6,50.0,1
22983,1.6,46.0,1
22984,1.6,50.0,1
22985,1.6,60.0,0
22986,1.6,54.0,0
22987,1.5,99.0,3
22988,1.5,52.0,1
22989,1.5,65.0,0
22990,1.5,49.0,1
22991,1.5,63.0,0
22992,1.5,51.0,1
22993,1.5,69.0,0
22994,1.5,58.0,0
22995,1.5,68.0,0
22996,1.5,62.0,0
22997,1.5,68.0,0
22998,1.5,63.0,0
22999,1.5,59.0,0
23000,1.5,49.0,1
23001,1.5,59.0,0
23002,1.5,52.0,1
23003,1.5,63.0,0
23004,1.5,76.0,3
23005,1.5,46.0,1
23006,1.5,57.0,0
23007,1.5,60.0,0
23008,1.5,58.0,0
23009,1.5,51.0,1
23010,1.5,75.0,3
23011,1.5,83.0,3
23012,1.5,72.0,3
23013,1.5,78.0,3
23014,1.5,65.0,0
23015,1.5,91.0,3
23016,1.5,62.0,0
23017,1.5,84.0,3
23018,1.5,75.0,3
23019,1.5,55.0,0
23020,1.5,72.0,3
23021,1.5,56.0,0
23022,1.5,63.0,0
23023,1.5,63.0,0
23024,1.5,40.0,1
23025,1.5,82.0,3
23026,1.5,77.0,3
23027,1.5,60.0,0
23028,1.5,58.0,0
23029,1.5,63.0,0
23030,1.5,94.0,3
23031,1.5,57.0,0
23032,1.5,62.0,0
23033,1.5,56.0,0
23034,1.5,62.0,0
23035,1.5,89.0,3
23036,1.5,79.0,3
23037,1.5,52.0,1
23038,1.5,34.0,1
23039,1.5,39.0,1
23040,1.5,75.0,3
23041,1.5,56.0,0
23042,1.5,52.0,1
23043,1.5,51.0,1
23044,1.5,74.0,3
23045,1.5,38.0,1
23046,1.5,62.0,0
23047,1.5,55.0,0
23048,1.5,92.0,3
23049,1.5,75.0,3
23050,1.5,74.0,3
23051,1.5,71.0,3
23052,1.5,54.0,0
23053,1.5,47.0,1
23054,1.5,66.0,0
23055,1.5,77.0,3
23056,1.5,84.0,3
23057,1.5,63.0,0
23058,1.5,50.0,1
23059,1.5,93.0,3
23060,1.5,60.0,0
23061,1.5,47.0,1
23062,1.5,60.0,0
23063,1.5,72.0,3
23064,1.5,58.0,0
23065,1.5,66.0,0
23066,1.5,79.0,3
23067,1.5,66.0,0
23068,1.5,63.0,0
23069,1.5,61.0,0
23070,1.5,90.0,3
23071,1.5,55.0,0
23072,1.5,77.0,3
23073,1.5,54.0,0
23074,1.5,70.0,0
23075,1.5,47.0,1
23076,1.5,54.0,0
23077,1.5,71.0,3
23078,1.5,48.0,1
23079,1.5,44.0,1
23080,1.5,54.0,0
23081,1.5,43.0,1
23082,1.5,62.0,0
23083,1.5,60.0,0
23084,1.5,54.0,0
23085,1.4,53.0,1
23086,1.4,64.0,0
23087,1.4,91.0,3
23088,1.4,71.0,3
23089,1.4,74.0,3
23090,1.4,75.0,3
23091,1.4,80.0,3
23092,1.4,66.0,0
23093,1.4,68.0,0
23094,1.4,51.0,1
23095,1.4,53.0,1
23096,1.4,40.0,1
23097,1.4,62.0,0
23098,1.4,38.0,1
23099,1.4,74.0,3
23100,1.4,89.0,3
23101,1.4,52.0,1
23102,1.4,79.0,3
23103,1.4,67.0,0
23104,1.4,43.0,1
23105,1.4,61.0,0
23106,1.4,64.0,0
23107,1.4,61.0,0
23108,1.4,67.0,0
23109,1.4,69.0,0
23110,1.4,65.0,0
23111,1.4,67.0,0
23112,1.4,79.0,3
23113,1.4,46.0,1
23114,1.4,59.0,0
23115,1.4,63.0,0
23116,1.4,46.0,1
23117,1.4,61.0,0
23118,1.4,62.0,0
23119,1.4,57.0,0
23120,1.4,62.0,0
23121,1.4,75.0,3
23122,1.4,70.0,0
23123,1.4,59.0,0
23124,1.4,70.0,0
23125,1.4,54.0,0
23126,1.4,75.0,3
23127,1.4,58.0,0
23128,1.4,91.0,3
23129,1.4,87.0,3
23130,1.4,68.0,0
23131,1.4,98.0,3
23132,1.4,61.0,0
23133,1.4,49.0,1
23134,1.4,78.0,3
23135,1.4,65.0,0
23136,1.4,70.0,0
23137,1.4,52.0,1
23138,1.4,75.0,3
23139,1.4,73.0,3
23140,1.4,57.0,0
23141,1.4,67.0,0
23142,1.4,64.0,0
23143,1.4,51.0,1
23144,1.4,66.0,0
23145,1.4,67.0,0
23146,1.4,92.0,3
23147,1.4,73.0,3
23148,1.4,74.0,3
23149,1.4,76.0,3
23150,1.4,58.0,0
23151,1.4,77.0,3
23152,1.4,54.0,0
23153,1.4,64.0,0
23154,1.4,61.0,0
23155,1.4,62.0,0
23156,1.4,62.0,0
23157,1.4,81.0,3
23158,1.4,58.0,0
23159,1.4,57.0,0
23160,1.4,54.0,0
23161,1.4,58.0,0
23162,1.4,62.0,0
23163,1.4,64.0,0
23164,1.4,67.0,0
23165,1.4,63.0,0
23166,1.4,52.0,1
23167,1.4,65.0,0
23168,1.4,76.0,3
23169,1.4,64.0,0
23170,1.4,66.0,0
23171,1.4,55.0,0
23172,1.4,50.0,1
23173,1.4,55.0,0
23174,1.4,88.0,3
23175,1.4,35.0,1
23176,1.4,73.0,3
23177,1.4,77.0,3
23178,1.4,40.0,1
23179,1.4,50.0,1
23180,1.4,69.0,0
23181,1.4,69.0,0
23182,1.4,46.0,1
23183,1.4,51.0,1
23184,1.4,44.0,1
23185,1.3,80.0,3
23186,1.3,61.0,0
23187,1.3,74.0,3
23188,1.3,71.0,3
23189,1.3,53.0,1
23190,1.3,89.0,3
23191,1.3,54.0,0
23192,1.3,57.0,0
23193,1.3,67.0,0
23194,1.3,72.0,3
23195,1.3,63.0,0
23196,1.3,68.0,0
23197,1.3,95.0,3
23198,1.3,82.0,3
23199,1.3,50.0,1
23200,1.3,75.0,3
23201,1.3,55.0,0
23202,1.3,61.0,0
23203,1.3,59.0,0
23204,1.3,64.0,0
23205,1.3,79.0,3
23206,1.3,66.0,0
23207,1.3,66.0,0
23208,1.3,57.0,0
23209,1.3,54.0,0
23210,1.3,79.0,3
23211,1.3,57.0,0
23212,1.3,48.0,1
23213,1.3,58.0,0
23214,1.3,41.0,1
23215,1.3,61.0,0
23216,1.3,55.0,0
23217,1.3,70.0,0
23218,1.3,52.0,1
23219,1.3,37.0,1
23220,1.3,56.0,0
23221,1.3,55.0,0
23222,1.3,59.0,0
23223,1.3,67.0,0
23224,1.3,50.0,1
23225,1.3,52.0,1
23226,1.3,54.0,0
23227,1.3,59.0,0
23228,1.3,92.0,3
23229,1.3,70.0,0
23230,1.3,58.0,0
23231,1.3,66.0,0
23232,1.3,39.0,1
23233,1.3,64.0,0
23234,1.3,60.0,0
23235,1.3,66.0,0
23236,1.3,53.0,1
23237,1.3,57.0,0
23238,1.3,58.0,0
23239,1.3,55.0,0
23240,1.3,76.0,3
23241,1.3,62.0,0
23242,1.3,40.0,1
23243,1.3,39.0,1
23244,1.3,52.0,1
23245,1.3,50.0,1
23246,1.3,82.0,3
23247,1.3,66.0,0
23248,1.3,85.0,3
23249,1.3,68.0,0
23250,1.3,77.0,3
23251,1.3,89.0,3
23252,1.3,67.0,0
23253,1.3,79.0,3
23254,1.3,67.0,0
23255,1.3,72.0,3
23256,1.3,77.0,3
23257,1.3,78.0,3
23258,1.3,59.0,0
23259,1.3,57.0,0
23260,1.3,72.0,3
23261,1.3,67.0,0
23262,1.3,59.0,0
23263,1.3,76.0,3
23264,1.3,82.0,3
23265,1.3,70.0,0
23266,1.3,54.0,0
23267,1.3,57.0,0
23268,1.3,59.0,0
23269,1.3,75.0,3
23270,1.3,69.0,0
23271,1.3,41.0,1
23272,1.3,68.0,0
23273,1.3,60.0,0
23274,1.3,60.0,0
23275,1.3,64.0,0
23276,1.3,57.0,0
23277,1.3,36.0,1
23278,1.3,72.0,3
23279,1.3,49.0,1
23280,1.3,60.0,0
23281,1.3,62.0,0
23282,1.3,43.0,1
23283,1.3,63.0,0
23284,1.3,51.0,1
23285,1.3,57.0,0
23286,1.3,50.0,1
23287,1.3,50.0,1
23288,1.3,56.0,0
23289,1.3,69.0,0
23290,1.3,57.0,0
23291,1.3,65.0,0
23292,1.3,62.0,0
23293,1.3,58.0,0
23294,1.3,59.0,0
23295,1.3,70.0,0
23296,1.3,50.0,1
23297,1.3,49.0,1
23298,1.3,63.0,0
23299,1.3,54.0,0
23300,1.3,47.0,1
23301,1.3,68.0,0
23302,1.2,72.0,3
23303,1.2,67.0,0
23304,1.2,48.0,1
23305,1.2,63.0,0
23306,1.2,83.0,3
23307,1.2,38.0,1
23308,1.2,59.0,0
23309,1.2,56.0,0
23310,1.2,47.0,1
23311,1.2,58.0,0
23312,1.2,43.0,1
23313,1.2,33.0,1
23314,1.2,36.0,1
23315,1.2,30.0,1
23316,1.2,88.0,3
23317,1.2,69.0,0
23318,1.2,37.0,1
23319,1.2,51.0,1
23320,1.2,81.0,3
23321,1.2,62.0,0
23322,1.2,67.0,0
23323,1.2,56.0,0
23324,1.2,64.0,0
23325,1.2,65.0,0
23326,1.2,66.0,0
23327,1.2,46.0,1
23328,1.2,64.0,0
23329,1.2,70.0,0
23330,1.2,64.0,0
23331,1.2,75.0,3
23332,1.2,62.0,0
23333,1.2,94.0,3
23334,1.2,53.0,1
23335,1.2,62.0,0
23336,1.2,81.0,3
23337,1.2,28.0,1
23338,1.2,51.0,1
23339,1.2,46.0,1
23340,1.2,60.0,0
23341,1.2,41.0,1
23342,1.2,51.0,1
23343,1.2,42.0,1
23344,1.2,69.0,0
23345,1.2,62.0,0
23346,1.2,61.0,0
23347,1.2,76.0,3
23348,1.2,53.0,1
23349,1.2,66.0,0
23350,1.2,68.0,0
23351,1.2,72.0,3
23352,1.2,59.0,0
23353,1.2,59.0,0
23354,1.2,73.0,3
23355,1.2,66.0,0
23356,1.2,64.0,0
23357,1.2,49.0,1
23358,1.2,60.0,0
23359,1.2,67.0,0
23360,1.2,75.0,3
23361,1.2,56.0,0
23362,1.2,68.0,0
23363,1.2,58.0,0
23364,1.2,57.0,0
23365,1.2,52.0,1
23366,1.2,69.0,0
23367,1.2,42.0,1
23368,1.2,51.0,1
23369,1.2,64.0,0
23370,1.2,78.0,3
23371,1.2,56.0,0
23372,1.2,45.0,1
23373,1.2,76.0,3
23374,1.2,40.0,1
23375,1.2,71.0,3
23376,1.2,70.0,0
