,year,rank,net_worth_billions,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_industries,organization_name,position_in_organization,self_made,wealth_status
30463,2023,1368,2.2,Brett Blundy,63.0,Male,Australia,Bahamas,Paradise Island,['Fashion & Retail'],,,True,Remained Even
30464,2023,1368,2.2,J. Hyatt Brown,85.0,Male,United States,United States,Ormond Beach,['Finance & Investments'],,,False,Decreased
30465,2023,1368,2.2,Chen Jinxia,55.0,Female,China,China,Shanghai,['Finance & Investments'],,,False,Decreased
30466,2023,1368,2.2,Chen Xueli,71.0,Male,China,China,Weihai,['Healthcare'],,,True,Increased
30467,2023,1368,2.2,Dermot Desmond,72.0,Male,Ireland,Ireland,Dublin,['Finance & Investments'],,,True,Increased
30468,2023,1368,2.2,Dong Wei,52.0,Male,China,China,Lianyungang,['Healthcare'],,,True,Decreased
30469,2023,1368,2.2,Tom Ford,61.0,Male,United States,United States,Los Angeles,['Fashion & Retail'],,,True,
30470,2023,1368,2.2,Fu Guangming & family,69.0,Male,China,China,Nanping,['Food & Beverage'],,,True,Increased
30471,2023,1368,2.2,Noam Gottesman,61.0,Male,United States,United States,New York,['Finance & Investments'],TOMS Capital,Chief Executive Officer,True,Decreased
30472,2023,1368,2.2,Jeffrey Gundlach,64.0,Male,United States,United States,Los Angeles,['Finance & Investments'],DoubleLine Capital,CEO,True,Remained Even
30473,2023,1368,2.2,Hao Hong,67.0,Male,United States,China,Tianjin,['Healthcare'],,,True,Decreased
30474,2023,1368,2.2,Shmuel Harlap,78.0,Male,Israel,Israel,Tel Aviv,['Automotive'],,,False,Increased
30475,2023,1368,2.2,Hans-Werner Hector,83.0,Male,Germany,Germany,Weinheim,['Technology'],,,True,Decreased
30476,2023,1368,2.2,Lutz Mario Helmig & family,76.0,Male,Germany,Germany,Grebenhain,['Healthcare'],,,True,Increased
30477,2023,1368,2.2,Chulong Huang,64.0,Male,Canada,China,Shenzhen,['Real Estate'],,,True,Decreased
30478,2023,1368,2.2,Thomas James,80.0,Male,United States,United States,Saint Petersburg,['Finance & Investments'],,,False,Increased
30479,2023,1368,2.2,James Jannard,73.0,Male,United States,United States,San Juan Islands,['Fashion & Retail'],,,True,Decreased
30480,2023,1368,2.2,Willis Johnson,75.0,Male,United States,United States,Franklin,['Automotive'],,,True,Increased
30481,2023,1368,2.2,Lai Shixian,48.0,Male,China,China,Quanzhou,['Fashion & Retail'],,,True,Increased
30482,2023,1368,2.2,Chris Larsen,62.0,Male,United States,United States,San Francisco,['Finance & Investments'],,,True,Decreased
30483,2023,1368,2.2,Solomon Lew,78.0,Male,Australia,Australia,Melbourne,['Fashion & Retail'],,,True,Decreased
30484,2023,1368,2.2,Liang Xinjun,55.0,Male,China,China,Shanghai,['Diversified'],,,True,Remained Even
30485,2023,1368,2.2,Harald Link,68.0,Male,Thailand,Thailand,Bangkok,['Diversified'],,,False,Increased
30486,2023,1368,2.2,Max Lytvyn,43.0,Male,Canada,United States,San Francisco,['Technology'],,,True,Decreased
30487,2023,1368,2.2,Igor Makarov,60.0,Male,Cyprus,United States,Miami,['Energy'],,,True,Increased
30488,2023,1368,2.2,Howard Marks,76.0,Male,United States,United States,New York,['Finance & Investments'],Oaktree Capital Group LLC,Chairman,True,Remained Even
30489,2023,1368,2.2,Charles Munger,99.0,Male,United States,United States,Los Angeles,['Finance & Investments'],Berkshire Hathaway Inc. (Cl A),Vice Chairman,True,Decreased
30490,2023,1368,2.2,Adam Neumann,44.0,Male,Israel,United States,Miami,['Real Estate'],,,True,Increased
30491,2023,1368,2.2,Thi Phuong Thao Nguyen,52.0,Female,Vietnam,Vietnam,Ho Chi Minh City,['Diversified'],Sovico Holdings,Cofounder and Chairman,True,Decreased
30492,2023,1368,2.2,Ni Yongpei & family,71.0,Male,China,China,Liuan,['Food & Beverage'],,,True,Decreased
30493,2023,1368,2.2,Heloise Pratt,60.0,Female,Australia,Australia,Melbourne,['Manufacturing'],,,False,Decreased
30494,2023,1368,2.2,Qi Xiangdong,52.0,Male,China,China,Beijing,['Technology'],,,True,Increased
30495,2023,1368,2.2,Phillip T. (Terry) Ragon,73.0,Male,United States,United States,Boston,['Technology'],,,True,Increased
30496,2023,1368,2.2,Prathap Reddy,91.0,Male,India,India,Chennai,['Healthcare'],,,True,Decreased
30497,2023,1368,2.2,Jerry Reinsdorf,87.0,Male,United States,United States,Chicago,['Sports'],,,True,Increased
30498,2023,1368,2.2,Chad Richison,52.0,Male,United States,United States,Edmond,['Technology'],,,True,Decreased
30499,2023,1368,2.2,"Karl Scheufele, III. & family",84.0,Male,Switzerland,Switzerland,Geneva,['Fashion & Retail'],,,True,Increased
30500,2023,1368,2.2,Alice Schwartz,96.0,Female,United States,United States,El Cerrito,['Healthcare'],,,True,Increased
30501,2023,1368,2.2,Alex Shevchenko,43.0,Male,Canada,Canada,,['Technology'],,,True,Decreased
30502,2023,1368,2.2,Kavitark Ram Shriram,66.0,Male,United States,United States,Menlo Park,['Technology'],Sherpalo Ventures,Investor,True,Decreased
30503,2023,1368,2.2,Jeffrey Soffer,55.0,Male,United States,United States,Aventura,['Real Estate'],,,False,
30504,2023,1368,2.2,William Stone,67.0,Male,United States,United States,East Lyme,['Technology'],,,True,Decreased
30505,2023,1368,2.2,Henry Swieca,65.0,Male,United States,United States,New York,['Finance & Investments'],Talpion Fund Management,Founder,True,Increased
30506,2023,1368,2.2,Harley Sy,63.0,Male,Philippines,Philippines,Manila,['Diversified'],,,False,Decreased
30507,2023,1368,2.2,Teresita Sy-Coson,72.0,Female,Philippines,Philippines,Manila,['Diversified'],,,False,Decreased
30508,2023,1368,2.2,Katsumi Tada,77.0,Male,Japan,Japan,Tokyo,['Real Estate'],,,True,Decreased
30509,2023,1368,2.2,Tang Jinkui & family,67.0,Male,China,China,Suzhou,['Manufacturing'],,,True,Decreased
30510,2023,1368,2.2,Tang Xiao'ou,55.0,Male,Hong Kong,China,Shanghai,['Technology'],,,True,Decreased
30511,2023,1368,2.2,Lottie Tham & family,73.0,Female,Sweden,Sweden,Stockholm,['Fashion & Retail'],,,False,Decreased
30512,2023,1368,2.2,Shamsheer Vayalil,46.0,Male,India,United Arab Emirates,Abu Dhabi,['Healthcare'],,,False,Returned to List
30513,2023,1368,2.2,Radha Vembu,50.0,Female,India,India,Chennai,['Technology'],,,False,Increased
30514,2023,1368,2.2,Wang Wenmo,66.0,Male,China,China,Quanzhou,['Fashion & Retail'],,,True,Increased
30515,2023,1368,2.2,Wang Zhenghua,78.0,Male,China,China,Shanghai,['Service'],,,True,Increased
30516,2023,1368,2.2,David Wertheim,65.0,Male,Israel,Israel,,['Food & Beverage'],,,False,Decreased
30517,2023,1368,2.2,Kai Wu,55.0,Male,China,China,Ningde,['Energy'],,,True,Decreased
30518,2023,1368,2.2,Xu Yingzhuo,55.0,Male,China,China,Guangzhou,['Food & Beverage'],,,True,Decreased
30519,2023,1368,2.2,Yeung Kin-man,59.0,Male,Hong Kong,Hong Kong,Hong Kong,['Manufacturing'],,,True,Decreased
30520,2023,1368,2.2,Huijiao Yu,57.0,Male,China,China,Shanghai,['Logistics'],Shanghai YTO Express (Logistics),Founder and Chairman,True,Decreased
30521,2023,1368,2.2,Oren Zeev,58.0,Male,Israel,United States,Los Altos,['Finance & Investments'],,,True,Decreased
30522,2023,1368,2.2,Clayton Zekelman,54.0,Male,Canada,Canada,Windsor,['Manufacturing'],,,False,Increased
30523,2023,1368,2.2,Zhao Fenggang,57.0,Male,China,China,Ningde,['Energy'],,,True,Decreased
30524,2023,1434,2.1,Alex Beard,55.0,Male,United Kingdom,United Kingdom,London,['Metals & Mining'],,,True,Decreased
30525,2023,1434,2.1,Travis Boersma,52.0,Male,United States,United States,Grants Pass,['Food & Beverage'],,,True,Decreased
30526,2023,1434,2.1,Martin Bouygues,,Male,France,France,Paris,['Construction & Engineering'],,,False,
30527,2023,1434,2.1,Olivier Bouygues,72.0,Male,France,,,['Construction & Engineering'],,,False,
30528,2023,1434,2.1,William Boyd & family,91.0,Male,United States,United States,Las Vegas,['Gambling & Casinos'],,,True,Decreased
30529,2023,1434,2.1,Anand Burman,70.0,Male,India,India,Delhi,['Food & Beverage'],,,False,Decreased
30530,2023,1434,2.1,Cao Ji,71.0,Male,China,China,Hangzhou,['Manufacturing'],,,True,Decreased
30531,2023,1434,2.1,Bruce Cheng,86.0,Male,Taiwan,Taiwan,Taipei,['Technology'],,,True,Remained Even
30532,2023,1434,2.1,Chi Yufeng,52.0,Male,China,China,Beijing,['Technology'],,,False,Increased
30533,2023,1434,2.1,Daniel Chiu,62.0,Male,Hong Kong,Hong Kong,Hong Kong,['Energy'],,,True,Increased
30534,2023,1434,2.1,Beda Diethelm,82.0,Male,Switzerland,Switzerland,Zurich,['Healthcare'],,,True,Decreased
30535,2023,1434,2.1,Domenico Dolce,64.0,Male,Italy,Italy,Milan,['Fashion & Retail'],,,True,Increased
30536,2023,1434,2.1,Ralph Dommermuth,59.0,Male,Germany,Germany,Montabaur,['Technology'],,,True,Decreased
30537,2023,1434,2.1,Georgi Domuschiev,50.0,Male,Bulgaria,United Kingdom,London,['Diversified'],,,True,Increased
30538,2023,1434,2.1,Kiril Domuschiev,53.0,Male,Bulgaria,United Kingdom,London,['Diversified'],,,True,Increased
30539,2023,1434,2.1,Bob Ell,78.0,Male,Australia,Australia,Surfers Paradise,['Real Estate'],,,True,Remained Even
30540,2023,1434,2.1,Paul Foster,65.0,Male,United States,United States,El Paso,['Energy'],Western Refining,Chairman,True,Increased
30541,2023,1434,2.1,Stefano Gabbana,60.0,Male,Italy,Italy,Milan,['Fashion & Retail'],,,True,Increased
30542,2023,1434,2.1,Xingjiang Gao,59.0,Male,China,China,Huzhou,['Manufacturing'],,,True,Decreased
30543,2023,1434,2.1,Gordon Getty,89.0,Male,United States,United States,San Francisco,['Energy'],Ann & Gordon Getty Foundation,President and Chairman,False,Remained Even
30544,2023,1434,2.1,Kamal Ghaffarian,64.0,Male,United States,United States,Naples,['Energy'],,,True,
30545,2023,1434,2.1,Dennis Gillings,78.0,Male,United Kingdom,United States,Durham,['Healthcare'],,,True,Remained Even
30546,2023,1434,2.1,Harsh Goenka,65.0,Male,India,India,Mumbai,['Diversified'],,,False,Remained Even
30547,2023,1434,2.1,Sanjiv Goenka,62.0,Male,India,India,Kolkata,['Diversified'],,,False,Decreased
30548,2023,1434,2.1,Jane Goldman,67.0,Female,United States,United States,New York,['Real Estate'],,,False,Decreased
30549,2023,1434,2.1,Stein Erik Hagen,66.0,Male,Norway,Norway,Oslo,['Fashion & Retail'],,,True,Decreased
30550,2023,1434,2.1,Bahaa Hariri,56.0,Male,Lebanon,Switzerland,Geneva,['Real Estate'],,,False,Remained Even
30551,2023,1434,2.1,Hortensia Herrero,72.0,Female,Spain,Spain,Valencia,['Fashion & Retail'],,,False,Decreased
30552,2023,1434,2.1,Douglas Hsu,80.0,Male,Taiwan,Taiwan,Taipei,['Diversified'],,,False,Decreased
30553,2023,1434,2.1,Huang Min,49.0,Male,China,China,Suzhou,['Manufacturing'],,,True,Increased
30554,2023,1434,2.1,Jared Isaacman,40.0,Male,United States,United States,Easton,['Technology'],,,True,Increased
30555,2023,1434,2.1,Eugene Kaspersky,57.0,Male,Russia,Russia,Moscow,['Technology'],,,True,Increased
30556,2023,1434,2.1,Artem Khachatryan,48.0,Male,Russia,Cyprus,Limassol,['Fashion & Retail'],,,True,Returned to List
30557,2023,1434,2.1,Andrei Krivenko,47.0,Male,Russia,Russia,Moscow,['Food & Beverage'],,,True,
30558,2023,1434,2.1,Thomas Kwok,71.0,Male,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,False,Increased
30559,2023,1434,2.1,Lam Wai-ying,,Female,Hong Kong,Hong Kong,Hong Kong,['Manufacturing'],Biel Crystal,Chairman ,True,Decreased
30560,2023,1434,2.1,Marc Lasry,62.0,Male,United States,United States,New York,['Finance & Investments'],Avenue Capital Group,Founder,True,Increased
30561,2023,1434,2.1,Christian Latouche & family,82.0,Male,France,France,Lyon,['Finance & Investments'],,,True,Decreased
30562,2023,1434,2.1,Theodore Leonsis,67.0,Male,United States,United States,Bethesda,['Sports'],,,True,Increased
30563,2023,1434,2.1,Lin Chang Su-O,82.0,Female,Taiwan,Taiwan,Taipei,['Real Estate'],,,False,Decreased
30564,2023,1434,2.1,Liu Chengyu & family,60.0,Male,China,China,Shenzhen,['Manufacturing'],,,True,Increased
30565,2023,1434,2.1,Sergey Lomakin,49.0,Male,Russia,Cyprus,Paphos,['Fashion & Retail'],,,True,Returned to List
30566,2023,1434,2.1,Daniel Lubetzky,54.0,Male,United States,United States,New York,['Food & Beverage'],,,True,Decreased
30567,2023,1434,2.1,Melissa Ma,,Female,China,China,Beijing,['Technology'],,,True,Increased
30568,2023,1434,2.1,Anand Mahindra,67.0,Male,India,India,Mumbai,['Diversified'],,,False,Increased
30569,2023,1434,2.1,Rafique Malik,72.0,Male,India,India,Mumbai,['Fashion & Retail'],,,False,Increased
30570,2023,1434,2.1,Katarina Martinson,41.0,Female,Sweden,Sweden,Stockholm,['Diversified'],,,False,Increased
30571,2023,1434,2.1,Kiran Mazumdar-Shaw,70.0,Female,India,India,Bangalore,['Healthcare'],Biocon,Chair,True,Decreased
30572,2023,1434,2.1,Nirmal Minda,65.0,Male,India,India,Gurgaon,['Automotive'],,,False,Decreased
30573,2023,1434,2.1,Mu Rongjun,43.0,Male,China,China,Beijing,['Technology'],,,True,Decreased
30574,2023,1434,2.1,Eugene Murtagh,80.0,Male,Ireland,Ireland,Kingscourt,['Manufacturing'],,,True,Decreased
30575,2023,1434,2.1,Alexander Nesis,60.0,Male,Russia,Russia,Moscow,['Finance & Investments'],,,True,Increased
30576,2023,1434,2.1,Zugen Ni,66.0,Male,China,China,Suzhou,['Manufacturing'],,,True,Increased
30577,2023,1434,2.1,Florentino Perez,76.0,Male,Spain,Spain,Madrid,['Construction & Engineering'],,,True,Increased
30578,2023,1434,2.1,Victor Pinchuk,62.0,Male,Ukraine,Ukraine,Kiev,['Metals & Mining'],,,True,Increased
30579,2023,1434,2.1,Leonid Radvinsky,40.0,Male,United States,United States,,['Technology'],,,True,Increased
30580,2023,1434,2.1,Raveendran Byju,41.0,Male,India,India,Bangalore,['Technology'],,,True,Decreased
30581,2023,1434,2.1,P.P. Reddy,65.0,Male,India,India,Hyderabad,['Construction & Engineering'],,,True,Increased
30582,2023,1434,2.1,Richard Saghian,41.0,Male,United States,United States,Los Angeles,['Fashion & Retail'],,,True,Increased
30583,2023,1434,2.1,Shi Yifeng,49.0,Male,China,China,Beijing,['Healthcare'],,,True,Increased
30584,2023,1434,2.1,Thaksin Shinawatra,73.0,Male,Thailand,United Arab Emirates,Dubai,['Finance & Investments'],,,True,Increased
30585,2023,1434,2.1,Shu Ping,53.0,Female,Singapore,Singapore,Singapore,['Food & Beverage'],,,True,Increased
30586,2023,1434,2.1,Timothy Springer,75.0,Male,United States,United States,Chestnut Hill,['Healthcare'],,,True,Remained Even
30587,2023,1434,2.1,Venu Srinivasan,70.0,Male,India,India,Chennai,['Automotive'],,,False,Increased
30588,2023,1434,2.1,Edward Stack,68.0,Male,United States,United States,Sewickley,['Fashion & Retail'],Dick's Sporting Goods,Chairman and CEO,True,Increased
30589,2023,1434,2.1,Sun Mengquan & family,73.0,Male,China,China,Yantai,['Food & Beverage'],,,True,Decreased
30590,2023,1434,2.1,Alexander Svetakov,55.0,Male,Russia,Russia,Moscow,['Finance & Investments'],,,True,Decreased
30591,2023,1434,2.1,Torsten Toeller,56.0,Male,Germany,Germany,Krefeld,['Fashion & Retail'],,,True,Decreased
30592,2023,1434,2.1,Barbara Tyson,74.0,Female,United States,United States,Fayetteville,['Food & Beverage'],,,False,
30593,2023,1434,2.1,Hamdi Ulukaya,50.0,Male,Turkey,United States,Norwich,['Food & Beverage'],Chobani,Founder and CEO,True,Decreased
30594,2023,1434,2.1,Wang Linpeng,54.0,Male,China,China,Beijing,['Construction & Engineering'],,,True,Decreased
30595,2023,1434,2.1,Wei Ing-Chou,69.0,Male,Taiwan,China,Tianjin,['Food & Beverage'],,,True,Increased
30596,2023,1434,2.1,Wei Yin-Chun,66.0,Male,Taiwan,Taiwan,Taipei,['Food & Beverage'],,,True,Increased
30597,2023,1434,2.1,Wei Yin-Heng,64.0,Male,Taiwan,China,Shanghai,['Food & Beverage'],,,True,Increased
30598,2023,1434,2.1,Wei Ying-Chiao,68.0,Male,Taiwan,Taiwan,Taipei,['Food & Beverage'],,,True,Increased
30599,2023,1434,2.1,Elaine Wynn,80.0,Female,United States,United States,Las Vegas,['Gambling & Casinos'],"Wynn Las Vegas, LLC",Board Member,True,Increased
30600,2023,1434,2.1,Xu Xudong & family,53.0,Male,China,China,Ningbo,['Automotive'],,,True,Increased
30601,2023,1434,2.1,Michael Ying,73.0,Male,Hong Kong,Hong Kong,Hong Kong,['Fashion & Retail'],,,True,Increased
30602,2023,1434,2.1,Yu Qibing & family,57.0,Male,China,China,Ningbo,['Manufacturing'],,,True,Decreased
30603,2023,1434,2.1,Yuan Fugen & family,72.0,Male,China,China,Suzhou,['Manufacturing'],,,True,Increased
30604,2023,1434,2.1,Zhang Ning & family,49.0,Female,Canada,China,Shanghai,['Manufacturing'],,,True,Decreased
30605,2023,1434,2.1,Zhao Tao,57.0,Male,Singapore,China,Xi'an,['Healthcare'],,,False,Decreased
30606,2023,1516,2.0,Anu Aga,80.0,Female,India,India,Pune,['Construction & Engineering'],,,False,Increased
30607,2023,1516,2.0,Mohamed Al Fayed,94.0,Male,Egypt,United Kingdom,London,['Fashion & Retail'],,,True,Decreased
30608,2023,1516,2.0,Andrey Andreev,49.0,Male,United Kingdom,United Kingdom,London,['Technology'],,,True,Remained Even
30609,2023,1516,2.0,Michael Ashcroft,77.0,Male,United Kingdom,Turks and Caicos Islands,Turks and Caicos Islands,['Finance & Investments'],,,True,Decreased
30610,2023,1516,2.0,Pavel Baudis,62.0,Male,Czech Republic,Czech Republic,Prague,['Technology'],,,True,Decreased
30611,2023,1516,2.0,Wilhelm Beier & family,66.0,Male,Germany,Germany,,['Healthcare'],,,True,Decreased
30612,2023,1516,2.0,Cao Jianwei,44.0,Male,China,China,Shangyu,['Manufacturing'],,,True,Remained Even
30613,2023,1516,2.0,Huwen Chen,52.0,Male,China,China,Shanghai,['Manufacturing'],,,True,Decreased
30614,2023,1516,2.0,Phongthep Chiaravanont,71.0,Male,Thailand,Thailand,Bangkok,['Diversified'],,,False,Increased
30615,2023,1516,2.0,Dou Zhenggang,69.0,Male,China,China,Hangzhou,['Diversified'],,,True,Decreased
30616,2023,1516,2.0,Maria Franca Fissolo,88.0,Female,Italy,Monaco,Monaco,['Food & Beverage'],,,False,Remained Even
30617,2023,1516,2.0,William Franke,85.0,Male,United States,United States,Houston,['Diversified'],,,True,Decreased
30618,2023,1516,2.0,Mario Germano Giuliani,51.0,Male,Switzerland,Monaco,Monaco,['Healthcare'],,,False,Decreased
30619,2023,1516,2.0,Amy Goldman Fowler,68.0,Female,United States,United States,Rhinebeck,['Real Estate'],,,False,Decreased
30620,2023,1516,2.0,John Hancock,47.0,Male,Australia,United Kingdom,London,['Metals & Mining'],,,False,Decreased
30621,2023,1516,2.0,Hu Yangzhong,58.0,Male,China,China,Hangzhou,['Technology'],,,True,Decreased
30622,2023,1516,2.0,Huang Dawen,62.0,Male,Hong Kong,Hong Kong,Hong Kong,['Manufacturing'],,,True,Decreased
30623,2023,1516,2.0,Huang Qiaoling,64.0,Male,China,China,Hangzhou,['Media & Entertainment'],,,True,Increased
30624,2023,1516,2.0,Rajiv Jain,55.0,Male,United States,United States,Fort Lauderdale,['Finance & Investments'],,,True,
30625,2023,1516,2.0,Michael Jordan,60.0,Male,United States,United States,Jupiter,['Sports'],,Athlete,True,Increased
30626,2023,1516,2.0,Diane Kemper,77.0,Female,United States,United States,New York,['Real Estate'],,,False,Decreased
30627,2023,1516,2.0,Shlomo Kramer,57.0,Male,Israel,Israel,Tel Aviv,['Technology'],,,True,Decreased
30628,2023,1516,2.0,Heikki Kyostila,77.0,Male,Finland,Finland,Helsinki,['Healthcare'],,,True,Increased
30629,2023,1516,2.0,Martin Lau,50.0,Male,Hong Kong,Hong Kong,Hong Kong,['Technology'],,,True,Decreased
30630,2023,1516,2.0,Li Min,57.0,Male,China,China,Fuzhou,['Technology'],,,True,Decreased
30631,2023,1516,2.0,Liang Rubo,40.0,Male,China,China,Beijing,['Technology'],,,True,Decreased
30632,2023,1516,2.0,Liang Zhaoxian,58.0,Male,China,China,Foshan,['Manufacturing'],,,False,Decreased
30633,2023,1516,2.0,Lin Fanlian,61.0,Male,China,China,Linyi,['Energy'],,,True,Decreased
30634,2023,1516,2.0,Aloke Lohia,64.0,Male,India,Thailand,Bangkok,['Manufacturing'],,,False,Decreased
30635,2023,1516,2.0,Bill Malhotra,73.0,Male,Canada,Canada,Ottawa,['Real Estate'],,,True,Increased
30636,2023,1516,2.0,Alexander Mamut,63.0,Male,Russia,Israel,Tel Aviv,['Finance & Investments'],,,True,Decreased
30637,2023,1516,2.0,Craig McCaw,73.0,Male,United States,United States,Hunts Point,['Telecom'],,,False,Decreased
30638,2023,1516,2.0,Cunhui Nan,59.0,Male,China,China,Wenzhou,['Manufacturing'],,,True,Decreased
30639,2023,1516,2.0,Tengyun Nie & family,47.0,Male,China,China,Shanghai,['Service'],,,True,Decreased
30640,2023,1516,2.0,Oei Hong Leong,75.0,Male,Singapore,Singapore,Singapore,['Finance & Investments'],,,False,Increased
30641,2023,1516,2.0,Clive Palmer,69.0,Male,Australia,Australia,Brisbane,['Metals & Mining'],,,True,Decreased
30642,2023,1516,2.0,Matthew Prince,48.0,Male,United States,United States,Park City,['Technology'],,,True,Decreased
30643,2023,1516,2.0,Linda Pritzker,69.0,Female,United States,United States,Missoula,['Service'],,,False,Remained Even
30644,2023,1516,2.0,P.V. Krishna Reddy,53.0,Male,India,India,Hyderabad,['Construction & Engineering'],,,True,Increased
30645,2023,1516,2.0,Bianca Rinehart,46.0,Female,Australia,Australia,Brisbane,['Metals & Mining'],,,False,Decreased
30646,2023,1516,2.0,Ginia Rinehart,36.0,Female,Australia,Australia,Sydney,['Metals & Mining'],,,False,Decreased
30647,2023,1516,2.0,T. Denny Sanford,87.0,Male,United States,United States,Sioux Falls,['Finance & Investments'],,,True,Decreased
30648,2023,1516,2.0,Bhadresh Shah,71.0,Male,India,India,Ahmedabad,['Manufacturing'],,,True,Increased
30649,2023,1516,2.0,Zygmunt Solorz-Zak,66.0,Male,Poland,Poland,Warsaw,['Media & Entertainment'],,,True,Decreased
30650,2023,1516,2.0,Michal Strnad,30.0,Male,Czech Republic,,,['Manufacturing'],,,False,
30651,2023,1516,2.0,Sylvia Stroeher,67.0,Female,Germany,Germany,Darmstadt,['Fashion & Retail'],,,False,Remained Even
30652,2023,1516,2.0,Otto Toto Sugiri,69.0,Male,Indonesia,Indonesia,Jakarta,['Technology'],,,True,Decreased
30653,2023,1516,2.0,Larry Tanenbaum,77.0,Male,Canada,Canada,Toronto,['Sports'],,,True,
30654,2023,1516,2.0,Wichai Thongtang,76.0,Male,Thailand,Thailand,Bangkok,['Finance & Investments'],,,True,Remained Even
30655,2023,1516,2.0,Ion Tiriac,83.0,Male,Romania,Romania,Bucharest,['Finance & Investments'],,,True,Increased
30656,2023,1516,2.0,Hope Welker,37.0,Female,Australia,United States,New York,['Metals & Mining'],,,False,Decreased
30657,2023,1516,2.0,William Young,82.0,Male,United States,United States,Ypsilanti,['Manufacturing'],,,True,Decreased
30658,2023,1516,2.0,Ales Zavoral,46.0,Male,Czech Republic,,,['Fashion & Retail'],,,True,
30659,2023,1516,2.0,Zhang Fan,57.0,Male,China,China,Shenzhen,['Technology'],,,True,Decreased
30660,2023,1516,2.0,Shilong Zhang & family,57.0,Male,China,China,Beijing,['Technology'],,,True,Decreased
30661,2023,1516,2.0,Zhang Wanzhen,73.0,Male,China,China,Chaozhou,['Manufacturing'],,,True,Decreased
30662,2023,1516,2.0,Hongfei Zhao,48.0,Male,China,China,Beijing,['Technology'],,,True,Decreased
30663,2023,1516,2.0,Zhou Jian,46.0,Male,China,China,Shenzhen,['Energy'],,,True,Decreased
30664,2023,1516,2.0,Zhu Yiwen & family,59.0,Male,China,China,Shanghai,['Healthcare'],,,True,Increased
30665,2023,1575,1.9,Roberto Angelini Rossi,74.0,Male,Chile,Chile,Santiago,['Diversified'],,,False,Increased
30666,2023,1575,1.9,Mika Anttonen,56.0,Male,Finland,Finland,Helsinki,['Energy'],,,True,Increased
30667,2023,1575,1.9,David Blitzer,53.0,Male,United States,United States,New York,['Sports'],,,True,
30668,2023,1575,1.9,Julio Bozano,87.0,Male,Brazil,Brazil,Rio de Janeiro,['Finance & Investments'],,,True,Decreased
30669,2023,1575,1.9,Nikolai Buinov,55.0,Male,Russia,Russia,Irkutsk,['Energy'],,,True,Increased
30670,2023,1575,1.9,Nicola Bulgari,82.0,Male,Italy,Italy,Rome,['Fashion & Retail'],,,False,Remained Even
30671,2023,1575,1.9,"Howard Butt, III. & family",71.0,Male,United States,United States,San Antonio,['Fashion & Retail'],,,False,
30672,2023,1575,1.9,Stephen Butt & family,67.0,Male,United States,,,['Fashion & Retail'],,,False,
30673,2023,1575,1.9,Jianxing Che,56.0,Male,China,China,Shanghai,['Fashion & Retail'],,,True,Decreased
30674,2023,1575,1.9,Huxiong Chen,52.0,Male,China,China,Shanghai,['Manufacturing'],,,True,Decreased
30675,2023,1575,1.9,Chen Qiongxiang,,Female,China,China,Ningde,['Energy'],,,True,Decreased
30676,2023,1575,1.9,Chen Zhisong,57.0,Male,China,China,Xiamen,['Technology'],,,True,Decreased
30677,2023,1575,1.9,Manas Chiaravanond,,Male,Thailand,Thailand,Bangkok,['Diversified'],,,False,Increased
30678,2023,1575,1.9,Prathip Chiravanond,74.0,Male,Thailand,Thailand,Bangkok,['Diversified'],,,False,Returned to List
30679,2023,1575,1.9,Alexandra Daitch,60.0,Female,United States,United States,Old Lyme,['Food & Beverage'],,,False,Decreased
30680,2023,1575,1.9,Sol Daurella,57.0,Female,Spain,Spain,Madrid,['Food & Beverage'],,,False,Increased
30681,2023,1575,1.9,Mark Davis,67.0,Male,United States,United States,Henderson,['Sports'],,,False,
30682,2023,1575,1.9,James Dinan,63.0,Male,United States,United States,North Salem,['Finance & Investments'],York Capital Management,Founder,True,Remained Even
30683,2023,1575,1.9,Dong Fan,53.0,Male,China,China,Zhuhai,['Healthcare'],,,True,Decreased
30684,2023,1575,1.9,Fritz Draexlmaier,,Male,Germany,Germany,Landshut,['Automotive'],,,False,Increased
30685,2023,1575,1.9,Bulent Eczacibasi,73.0,Male,Turkey,Turkey,Istanbul,['Diversified'],,,False,Increased
30686,2023,1575,1.9,Faruk Eczacibasi,68.0,Male,Turkey,Turkey,Istanbul,['Diversified'],,,False,Increased
30687,2023,1575,1.9,Eduardo Eurnekian,90.0,Male,Argentina,Argentina,Buenos Aires,['Diversified'],,,True,Increased
30688,2023,1575,1.9,David Fong,65.0,Male,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,False,
30689,2023,1575,1.9,Guo Zhenyu & family,59.0,Male,Canada,China,Kunming,['Fashion & Retail'],,,True,Decreased
30690,2023,1575,1.9,Surjit Kumar Gupta,81.0,Male,India,India,Delhi,['Manufacturing'],,,False,Increased
30691,2023,1575,1.9,Caroline Hagen Kjos,39.0,Female,Norway,Switzerland,Wollerau,['Diversified'],,,False,Decreased
30692,2023,1575,1.9,Roberto Hernandez Ramirez,81.0,Male,Mexico,Mexico,Mexico City,['Finance & Investments'],,,True,Remained Even
30693,2023,1575,1.9,Reid Hoffman,55.0,Male,United States,United States,Palo Alto,['Technology'],Greylock,Partner,True,Decreased
