,year,rank,net_worth_billions,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_industries,organization_name,position_in_organization,self_made,wealth_status
29091,2023,1,211.0,Bernard Arnault & family,74.0,Male,France,France,Paris,['Fashion & Retail'],LVMH Moët Hennessy Louis Vuitton,Chairman and CEO,False,Increased
29092,2023,2,180.0,Elon Musk,51.0,Male,United States,United States,Austin,['Automotive'],Tesla,CEO,True,Decreased
29093,2023,3,114.0,Jeff Bezos,59.0,Male,United States,United States,Medina,['Technology'],Amazon,Chairman and Founder,True,Decreased
29094,2023,4,107.0,Larry Ellison,78.0,Male,United States,United States,Lanai,['Technology'],Oracle,CTO and Founder,True,Increased
29095,2023,5,106.0,Warren Buffett,92.0,Male,United States,United States,Omaha,['Finance & Investments'],Berkshire Hathaway Inc. (Cl A),CEO,True,Decreased
29096,2023,6,104.0,Bill Gates,67.0,Male,United States,United States,Medina,['Technology'],Bill & Melinda Gates Foundation,Cochair,True,Decreased
29097,2023,7,94.5,Michael Bloomberg,81.0,Male,United States,United States,New York,['Media & Entertainment'],Bloomberg,CEO,True,Increased
29098,2023,8,93.0,Carlos Slim Helu & family,83.0,Male,Mexico,Mexico,Mexico City,['Telecom'],América Móvil,Honorary Chairman,True,Increased
29099,2023,9,83.4,Mukesh Ambani,65.0,Male,India,India,Mumbai,['Diversified'],Reliance Industries,Founder and Chairman,False,Decreased
29100,2023,10,80.7,Steve Ballmer,67.0,Male,United States,United States,Hunts Point,['Technology'],Los Angeles Clippers,Owner,True,Decreased
29101,2023,11,80.5,Francoise Bettencourt Meyers & family,69.0,Female,France,France,Paris,['Fashion & Retail'],,,False,Increased
29102,2023,12,79.2,Larry Page,50.0,Male,United States,United States,Palo Alto,['Technology'],Alphabet,Cofounder and board member,True,Decreased
29103,2023,13,77.3,Amancio Ortega,87.0,Male,Spain,Spain,La Coruna,['Fashion & Retail'],,,True,Increased
29104,2023,14,76.0,Sergey Brin,49.0,Male,United States,United States,Los Altos,['Technology'],Alphabet,Cofounder and board member,True,Decreased
29105,2023,15,68.0,Zhong Shanshan,68.0,Male,China,China,Hangzhou,['Food & Beverage'],,,True,Increased
29106,2023,16,64.4,Mark Zuckerberg,38.0,Male,United States,United States,Palo Alto,['Technology'],Meta Platforms,Cofounder,True,Decreased
29107,2023,17,59.0,Charles Koch,87.0,Male,United States,United States,Wichita,['Diversified'],"Koch Industries, Inc.",Chairman and CEO,False,Decreased
29108,2023,17,59.0,Julia Koch & family,60.0,Female,United States,United States,New York,['Diversified'],,,False,Decreased
29109,2023,19,58.8,Jim Walton,74.0,Male,United States,United States,Bentonville,['Fashion & Retail'],"Arvest Bank Group, Inc.",Chairman and CEO,False,Decreased
29110,2023,20,57.6,Rob Walton,78.0,Male,United States,United States,Bentonville,['Fashion & Retail'],Walmart,Director,False,Decreased
29111,2023,21,56.7,Alice Walton,73.0,Female,United States,United States,Fort Worth,['Fashion & Retail'],Crystal Bridges Museum of American Art,Philanthropist,False,Decreased
29112,2023,22,54.4,David Thomson & family,65.0,Male,Canada,Canada,Toronto,['Media & Entertainment'],Thomson Reuters Corporation,Chairman,False,Increased
29113,2023,23,50.1,Michael Dell,58.0,Male,United States,United States,Austin,['Technology'],Dell,Chairman and CEO,True,Decreased
29114,2023,24,47.2,Gautam Adani,60.0,Male,India,India,Ahmedabad,['Diversified'],,,True,Decreased
29115,2023,25,45.1,Phil Knight & family,85.0,Male,United States,United States,Hillsboro,['Fashion & Retail'],Nike,Chairman,True,Decreased
29116,2023,26,45.0,Zhang Yiming,39.0,Male,China,China,Beijing,['Technology'],ByteDance,Founder,True,Decreased
29117,2023,27,42.9,Dieter Schwarz,83.0,Male,Germany,Germany,Neckarsulm,['Fashion & Retail'],,,False,Decreased
29118,2023,28,40.1,François Pinault & family,86.0,Male,France,France,Paris,['Fashion & Retail'],,,True,Decreased
29119,2023,29,39.1,Klaus-Michael Kuehne,85.0,Male,Germany,Switzerland,Schindellegi,['Logistics'],,,False,Increased
29120,2023,30,38.9,Giovanni Ferrero,58.0,Male,Italy,Belgium,Brussels,['Food & Beverage'],,,False,Increased
29121,2023,31,38.3,Jacqueline Mars,83.0,Female,United States,United States,The Plains,['Food & Beverage'],,,False,Increased
29122,2023,31,38.3,John Mars,87.0,Male,United States,United States,Jackson,['Food & Beverage'],,,False,Increased
29123,2023,33,38.0,Li Ka-shing,94.0,Male,Hong Kong,Hong Kong,,['Diversified'],CK Hutchison Holdings,Senior Advisor,True,Increased
29124,2023,34,35.3,Ma Huateng,51.0,Male,China,China,Shenzhen,['Technology'],Tencent Holdings,Chairman and CEO,True,Decreased
29125,2023,35,35.0,Miriam Adelson & family,77.0,Female,United States,United States,Las Vegas,['Gambling & Casinos'],,,False,Increased
29126,2023,35,35.0,Ken Griffin,54.0,Male,United States,United States,Miami,['Finance & Investments'],Citadel LLC,Founder & CEO,True,Increased
29127,2023,37,34.7,Mark Mateschitz,30.0,Male,Austria,Austria,Salzburg,['Food & Beverage'],,,False,
29128,2023,38,33.4,Robin Zeng,54.0,Male,Hong Kong,China,Ningde,['Automotive'],,,True,Decreased
29129,2023,39,32.6,Tadashi Yanai & family,74.0,Male,Japan,Japan,Tokyo,['Fashion & Retail'],,,True,Increased
29130,2023,40,32.1,Len Blavatnik,65.0,Male,United States,United Kingdom,London,['Diversified'],,,True,Decreased
29131,2023,41,31.6,Alain Wertheimer,74.0,Male,France,United States,New York,['Fashion & Retail'],,,False,Increased
29132,2023,41,31.6,Gerard Wertheimer,72.0,Male,France,United States,New York,['Fashion & Retail'],,,False,Increased
29133,2023,43,31.2,Gianluigi Aponte,82.0,Male,Switzerland,Switzerland,Geneva,['Logistics'],,,True,
29134,2023,43,31.2,Rafaela Aponte-Diamant,78.0,Female,Switzerland,Switzerland,Geneva,['Logistics'],,,True,
29135,2023,45,30.2,Colin Zheng Huang,43.0,Male,China,China,Shanghai,['Technology'],,,True,Increased
29136,2023,46,29.7,Reinhold Wuerth & family,87.0,Male,Germany,Germany,Kuenzelsau,['Manufacturing'],,,True,Increased
29137,2023,47,29.5,Lee Shau Kee,95.0,Male,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,True,Decreased
29138,2023,48,28.5,Jeff Yass,64.0,Male,United States,United States,Haverford,['Finance & Investments'],,,True,Increased
29139,2023,49,28.1,Jim Simons,84.0,Male,United States,United States,East Setauket,['Finance & Investments'],Renaissance Technologies Corp.,Founder,True,Decreased
29140,2023,50,27.8,Stephen Schwarzman,76.0,Male,United States,United States,New York,['Finance & Investments'],Blackstone,Chairman and CEO,True,Decreased
29141,2023,51,27.4,Susanne Klatten,60.0,Female,Germany,Germany,Bad Homburg,['Automotive'],,,False,Increased
29142,2023,52,27.0,Gina Rinehart,69.0,Female,Australia,Australia,Perth,['Metals & Mining'],Hancock Prospecting,Executive Chairman,False,Decreased
29143,2023,53,26.7,William Lei Ding,51.0,Male,China,China,Hangzhou,['Technology'],,,True,Increased
29144,2023,54,26.6,Germán Larrea Mota Velasco & family,69.0,Male,Mexico,Mexico,Mexico City,['Metals & Mining'],,,False,Decreased
29145,2023,55,25.6,Shiv Nadar,77.0,Male,India,India,Delhi,['Technology'],,,True,Decreased
29146,2023,56,25.5,Low Tuck Kwong,74.0,Male,Indonesia,Indonesia,Jakarta,['Energy'],,,True,Increased
29147,2023,57,25.3,Thomas Peterffy,78.0,Male,United States,United States,Palm Beach,['Finance & Investments'],,,True,Increased
29148,2023,58,25.2,Andrey Melnichenko & family,51.0,Male,Russia,United Arab Emirates,Ras Al Khaimah,['Metals & Mining'],,,True,Increased
29149,2023,59,24.6,Stefan Quandt,56.0,Male,Germany,Germany,Frankfurt,['Automotive'],,,False,Increased
29150,2023,60,24.4,MacKenzie Scott,52.0,Female,United States,United States,Seattle,['Technology'],,Philanthropist,False,Decreased
29151,2023,61,24.2,R. Budi Hartono,82.0,Male,Indonesia,Indonesia,Kudus,['Finance & Investments'],,,False,Increased
29152,2023,62,23.7,Vladimir Potanin,62.0,Male,Russia,Russia,Moscow,['Metals & Mining'],,,True,Increased
29153,2023,63,23.5,Jack Ma,58.0,Male,China,China,Hangzhou,['Technology'],,,True,Increased
29154,2023,64,23.4,He Xiangjian & family,80.0,Male,China,China,Foshan,['Manufacturing'],,,True,Decreased
29155,2023,65,23.1,Iris Fontbona & family,80.0,Female,Chile,Chile,Santiago,['Metals & Mining'],,,False,Increased
29156,2023,65,23.1,Michael Hartono,83.0,Male,Indonesia,Indonesia,Kudus,['Manufacturing'],,,False,Increased
29157,2023,67,22.9,James Ratcliffe,70.0,Male,United Kingdom,United Kingdom,London,['Manufacturing'],,,True,Increased
29158,2023,68,22.6,Cyrus Poonawalla,81.0,Male,India,India,Pune,['Healthcare'],,,False,Decreased
29159,2023,69,22.4,Masayoshi Son,65.0,Male,Japan,Japan,Tokyo,['Telecom'],SoftBank Group Corp.,CEO,True,Increased
29160,2023,70,22.1,Vladimir Lisin,66.0,Male,Russia,Russia,Moscow,['Metals & Mining'],,,True,Increased
29161,2023,71,22.0,Emmanuel Besnier,52.0,Male,France,France,Laval,['Food & Beverage'],,,False,Decreased
29162,2023,72,21.6,Abigail Johnson,61.0,Female,United States,United States,Milton,['Finance & Investments'],Fidelity Investments,CEO,False,Increased
29163,2023,72,21.6,Leonid Mikhelson & family,67.0,Male,Russia,Russia,Moscow,['Energy'],,,True,Increased
29164,2023,74,21.2,Lukas Walton,36.0,Male,United States,United States,Chicago,['Fashion & Retail'],,,False,Increased
29165,2023,74,21.2,Wang Wei,52.0,Male,China,China,Shenzhen,['Service'],,,True,Decreased
29166,2023,76,21.1,Jensen Huang,60.0,Male,United States,United States,Los Altos,['Technology'],NVIDIA,CEO & President,True,Increased
29167,2023,77,21.0,Leonard Lauder,90.0,Male,United States,United States,New York,['Fashion & Retail'],The Estée Lauder Companies,Chairman Emeritus,False,Decreased
29168,2023,77,21.0,Takemitsu Takizaki,77.0,Male,Japan,Japan,Osaka,['Manufacturing'],,,True,Decreased
29169,2023,79,20.9,Alexey Mordashov & family,57.0,Male,Russia,Russia,Moscow,['Metals & Mining'],,,True,Increased
29170,2023,80,20.5,Vagit Alekperov,72.0,Male,Russia,Russia,Moscow,['Energy'],,,True,Increased
29171,2023,81,20.2,"Thomas Frist, Jr. & family",84.0,Male,United States,United States,Nashville,['Healthcare'],,,True,Decreased
29172,2023,82,19.6,Andrew Forrest,61.0,Male,Australia,Australia,Perth,['Metals & Mining'],,,True,Increased
29173,2023,83,19.1,Ray Dalio,73.0,Male,United States,United States,Greenwich,['Finance & Investments'],Bridgewater Associates,Founder & Co-Chief Investment Officer,True,Decreased
29174,2023,84,19.0,Li Eric,59.0,Male,China,China,Hangzhou,['Automotive'],,,True,Decreased
29175,2023,84,19.0,Wang Wenyin,55.0,Male,China,China,Shenzhen,['Metals & Mining'],,,True,Increased
29176,2023,86,18.9,Eyal Ofer,72.0,Male,Israel,Monaco,Monte Carlo,['Diversified'],,,False,Increased
29177,2023,86,18.9,Qin Yinglin,57.0,Male,China,China,Nanyang,['Food & Beverage'],,,True,Decreased
29178,2023,88,18.7,Wang Chuanfu,57.0,Male,China,China,Shenzhen,['Automotive'],,,True,Decreased
29179,2023,89,18.5,Harold Hamm & family,77.0,Male,United States,United States,Oklahoma City,['Energy'],Continental Resources Inc. ,Chairman and CEO,True,Increased
29180,2023,89,18.5,David Tepper,65.0,Male,United States,United States,Palm Beach,['Finance & Investments'],Appaloosa Management,President and Founder,True,Increased
29181,2023,89,18.5,Gennady Timchenko,70.0,Male,Russia,Russia,Moscow,['Energy'],,,True,Increased
29182,2023,92,18.0,Daniel Gilbert,61.0,Male,United States,United States,Franklin,['Finance & Investments'],,,True,Decreased
29183,2023,93,17.7,Lakshmi Mittal,72.0,Male,India,United Kingdom,London,['Metals & Mining'],ArcelorMittal (ADR),Chairman and CEO,False,Decreased
29184,2023,94,17.5,Steve Cohen,66.0,Male,United States,United States,Greenwich,['Finance & Investments'],Point72 Asset Management,Founder,True,Increased
29185,2023,94,17.5,Carl Icahn,87.0,Male,United States,United States,Indian Creek,['Finance & Investments'],Icahn Capital Management,Founder,True,Increased
29186,2023,94,17.5,Savitri Jindal & family,73.0,Female,India,India,Hisar,['Metals & Mining'],,,False,Decreased
29187,2023,97,17.4,Donald Bren,90.0,Male,United States,United States,Newport Beach,['Real Estate'],Irvine Company,Chairman,True,Increased
29188,2023,97,17.4,"John Menard, Jr.",83.0,Male,United States,United States,Eau Claire,['Fashion & Retail'],"Menard, Inc.",Founder,True,Increased
29189,2023,99,17.1,Rupert Murdoch & family,92.0,Male,United States,United States,New York,['Media & Entertainment'],News Corp,Chairman and CEO,False,Decreased
29190,2023,100,16.7,Vicky Safra & family,70.0,Female,Brazil,Switzerland,Crans-Montana,['Finance & Investments'],,,False,Increased
29191,2023,101,16.5,"Theo Albrecht, Jr. & family",72.0,Male,Germany,Germany,Mulheim an der Ruhr,['Fashion & Retail'],,,False,Decreased
29192,2023,101,16.5,Renata Kellnerova & family,55.0,Female,Czech Republic,Czech Republic,Prague,['Finance & Investments'],,,False,Decreased
29193,2023,103,16.3,Li Xiting,72.0,Male,Singapore,China,Shenzhen,['Healthcare'],,,True,Decreased
29194,2023,104,16.2,Stefan Persson,75.0,Male,Sweden,Sweden,Stockholm,['Fashion & Retail'],Hennes & Mauritz Unsponsored ADR,Chairman,False,Decreased
29195,2023,104,16.2,Eric Schmidt,67.0,Male,United States,United States,Atherton,['Technology'],,,True,Decreased
29196,2023,106,16.0,Michael Platt,55.0,Male,United Kingdom,Switzerland,Geneva,['Finance & Investments'],BlueCrest Capital Management,Founder ,True,Increased
29197,2023,107,15.9,Pang Kang,67.0,Male,China,China,Foshan,['Food & Beverage'],,,True,Decreased
29198,2023,108,15.8,Karl Albrecht Jr. & family,,Male,Germany,Germany,,['Fashion & Retail'],,,False,
29199,2023,108,15.8,Beate Heister,,Female,Germany,,,['Fashion & Retail'],,,False,
29200,2023,108,15.8,Jorge Paulo Lemann & family,83.0,Male,Brazil,Switzerland,Zurich,['Food & Beverage'],,"Investor, Philanthropist",True,Increased
29201,2023,108,15.8,Peter Woo,76.0,Male,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,False,Decreased
29202,2023,112,15.6,Dilip Shanghvi,67.0,Male,India,India,Mumbai,['Healthcare'],,,True,Remained Even
29203,2023,113,15.5,Robert Pera,45.0,Male,United States,United States,San Jose,['Technology'],Ubiquiti,Chief Executive Officer,True,Increased
29204,2023,114,15.3,Radhakishan Damani,68.0,Male,India,India,Mumbai,['Fashion & Retail'],,,True,Decreased
29205,2023,115,15.2,Huang Shilin,56.0,Male,China,China,Ningde,['Automotive'],,,True,Decreased
29206,2023,116,14.9,Dhanin Chearavanont,83.0,Male,Thailand,Thailand,Bangkok,['Diversified'],,,False,Increased
29207,2023,116,14.9,David Green & family,81.0,Male,United States,United States,Oklahoma City,['Fashion & Retail'],Hobby Lobby,CEO,True,Increased
29208,2023,118,14.8,Charoen Sirivadhanabhakdi,78.0,Male,Thailand,Thailand,Bangkok,['Food & Beverage'],,,True,Increased
29209,2023,119,14.7,Charlene de Carvalho-Heineken & family,68.0,Female,Netherlands,United Kingdom,London,['Food & Beverage'],,,False,Decreased
29210,2023,120,14.6,Xu Hang,56.0,Male,Hong Kong,China,Shenzhen,['Healthcare'],,,True,Decreased
29211,2023,121,14.5,Wei Jianjun & family,59.0,Male,China,China,Baoding,['Automotive'],,,True,Decreased
29212,2023,122,14.4,Alisher Usmanov,69.0,Male,Russia,Uzbekistan,Tashkent,['Metals & Mining'],Metalloinvest,Founder,True,Increased
29213,2023,123,14.3,Goh Cheng Liang,95.0,Male,Singapore,Singapore,Singapore,['Manufacturing'],,,True,Increased
29214,2023,124,14.2,Kumar Birla,55.0,Male,India,India,Mumbai,['Diversified'],,,False,Decreased
29215,2023,124,14.2,Aliko Dangote,65.0,Male,Nigeria,Nigeria,Lagos,['Manufacturing'],Dangote Group,CEO,True,Increased
29216,2023,126,14.1,Kwong Siu-hing,93.0,Female,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,False,Increased
29217,2023,127,14.0,Idan Ofer,67.0,Male,Israel,United Kingdom,London,['Diversified'],,,False,Increased
29218,2023,128,13.9,Chen Bang,57.0,Male,China,China,Changsha,['Healthcare'],,,True,Increased
29219,2023,128,13.9,Lui Che Woo,94.0,Male,Hong Kong,Hong Kong,Hong Kong,['Gambling & Casinos'],,,True,Increased
29220,2023,130,13.7,John Fredriksen,78.0,Male,Cyprus,United Kingdom,London,['Logistics'],,Investor,True,Increased
29221,2023,130,13.7,Diane Hendricks,76.0,Female,United States,United States,Afton,['Construction & Engineering'],ABC Supply,Cofounder,True,Increased
29222,2023,130,13.7,Jan Koum,47.0,Male,United States,United States,Atherton,['Technology'],WhatsApp Inc.,"CEO, cofounder",True,Increased
29223,2023,133,13.3,Jerry Jones,80.0,Male,United States,United States,Dallas,['Sports'],Dallas Cowboys,President and General Manager,True,Increased
29224,2023,133,13.3,George Kaiser,80.0,Male,United States,United States,Tulsa,['Energy'],BOK Financial,Chairman,False,Increased
29225,2023,133,13.3,Joseph Lau,71.0,Male,Hong Kong,Hong Kong,Hong Kong,['Real Estate'],,,True,Decreased
29226,2023,136,13.2,Lu Xiangyang,60.0,Male,China,China,Guangzhou,['Automotive'],,,True,Decreased
29227,2023,137,13.1,Harry Triguboff,90.0,Male,Australia,Australia,Sydney,['Real Estate'],,,True,Increased
29228,2023,138,12.9,Uday Kotak,64.0,Male,India,India,Mumbai,['Finance & Investments'],,,True,Decreased
29229,2023,138,12.9,Stanley Kroenke,75.0,Male,United States,United States,Electra,['Sports'],,,True,Increased
29230,2023,140,12.6,Mikhail Fridman,58.0,Male,Russia,United Kingdom,London,['Energy'],,,True,Increased
29231,2023,141,12.3,Sarath Ratanavadi,57.0,Male,Thailand,Thailand,Bangkok,['Energy'],,,True,Increased
29232,2023,142,12.2,Dang Yanbao,50.0,Male,China,China,Yinchuan,['Metals & Mining'],,,True,Decreased
29233,2023,142,12.2,Jiang Rensheng & family,69.0,Male,China,China,Chongqing,['Healthcare'],,,True,Decreased
29234,2023,144,12.1,Shahid Khan,72.0,Male,United States,United States,Naples,['Automotive'],,,True,Increased
29235,2023,145,12.0,Laurene Powell Jobs & family,59.0,Female,United States,United States,Palo Alto,['Technology'],Emerson Collective,"Investor, Philanthropist",False,Decreased
29236,2023,146,11.8,Robert Kuok,99.0,Male,Malaysia,Hong Kong,Hong Kong,['Diversified'],,,True,Increased
29237,2023,147,11.6,Stephen Ross,82.0,Male,United States,United States,New York,['Real Estate'],,,True,Increased
29238,2023,148,11.5,Pavel Durov,38.0,Male,United Arab Emirates,United Arab Emirates,Dubai,['Technology'],,,True,Decreased
29239,2023,148,11.5,Andreas Struengmann & family,73.0,Male,Germany,Germany,Tegernsee,['Healthcare'],,,True,Decreased
29240,2023,148,11.5,Thomas Struengmann & family,73.0,Male,Germany,Germany,Tegernsee,['Healthcare'],,,True,Decreased
29241,2023,151,11.4,Liu Hanyuan,59.0,Male,China,China,Chengdu,['Food & Beverage'],,,True,Decreased
29242,2023,151,11.4,Michael Rubin,50.0,Male,United States,United States,Bryn Mawr,['Fashion & Retail'],Kynetic,CEO,True,Increased
29243,2023,153,11.3,Israel Englander,74.0,Male,United States,United States,New York,['Finance & Investments'],"Millennium Management, L.L.C.",Founder,True,Decreased
29244,2023,153,11.3,Viatcheslav Kantor,69.0,Male,Russia,Israel,Herzliya,['Manufacturing'],,,True,Increased
29245,2023,153,11.3,Anthony Pratt,62.0,Male,Australia,Australia,Melbourne,['Manufacturing'],,,False,Decreased
29246,2023,153,11.3,Mikhail Prokhorov,57.0,Male,Russia,Switzerland,Frauenfeld,['Finance & Investments'],,,True,Increased
29247,2023,157,11.1,Giorgio Armani,88.0,Male,Italy,Italy,Milan,['Fashion & Retail'],,,True,Increased
29248,2023,157,11.1,Johann Rupert & family,72.0,Male,South Africa,South Africa,Cape Town,['Fashion & Retail'],,,False,Increased
29249,2023,159,11.0,Gong Hongjia & family,58.0,Male,Hong Kong,Hong Kong,Hong Kong,['Finance & Investments'],,,True,Decreased
29250,2023,159,11.0,Zhang Zhidong,51.0,Male,China,China,Shenzhen,['Technology'],,,True,Decreased
29251,2023,161,10.9,Philip Anschutz,83.0,Male,United States,United States,Denver,['Finance & Investments'],,,False,Remained Even
29252,2023,161,10.9,Judy Love & family,85.0,Female,United States,United States,Oklahoma City,['Fashion & Retail'],Love's Travel Stops and Country Stores,Chairman and CEO,True,Increased
29253,2023,161,10.9,Ricardo Salinas Pliego & family,67.0,Male,Mexico,Mexico,Mexico City,['Fashion & Retail'],,,False,Decreased
29254,2023,164,10.7,Donald Newhouse,93.0,Male,United States,United States,New York,['Media & Entertainment'],,,False,Decreased
29255,2023,165,10.6,Robert Kraft,81.0,Male,United States,United States,Brookline,['Sports'],The Kraft Group,Chairman & CEO,True,Increased
29256,2023,165,10.6,Marcel Herrmann Telles,73.0,Male,Brazil,Brazil,Sao Paulo,['Food & Beverage'],,,True,Increased
29257,2023,167,10.5,Suleiman Kerimov & family,57.0,Male,Russia,Russia,Moscow,['Finance & Investments'],,,True,Increased
29258,2023,167,10.5,Chris Xu,39.0,Male,China,China,Guangzhou,['Fashion & Retail'],,,True,Increased
29259,2023,167,10.5,Changpeng Zhao,45.0,Male,Canada,United Arab Emirates,Dubai,['Finance & Investments'],,,True,Decreased
29260,2023,170,10.3,Andrew Beal,70.0,Male,United States,United States,Dallas,['Finance & Investments'],,,True,Increased
29261,2023,171,10.2,Mike Cannon-Brookes,43.0,Male,Australia,Australia,Sydney,['Technology'],,,True,Decreased
29262,2023,171,10.2,Carl Cook,60.0,Male,United States,United States,Bloomington,['Healthcare'],,,False,Decreased
29263,2023,171,10.2,David Duffield,82.0,Male,United States,United States,Incline Village,['Technology'],Workday,Chairman and Cofounder,True,Decreased
29264,2023,171,10.2,Jeffery Hildebrand,64.0,Male,United States,United States,Houston,['Energy'],,,True,Increased
29265,2023,171,10.2,Viktor Rashnikov,74.0,Male,Russia,Russia,Magnitogorsk,['Manufacturing'],,,True,Increased
29266,2023,171,10.2,Eduardo Saverin,41.0,Male,Brazil,Singapore,Singapore,['Technology'],Meta Platforms,Investor,True,Decreased
29267,2023,171,10.2,Georg Schaeffler,58.0,Male,Germany,Germany,Herzogenaurach,['Automotive'],,,False,Increased
29268,2023,171,10.2,Christy Walton,74.0,Female,United States,United States,Jackson,['Fashion & Retail'],,,False,Increased
29269,2023,179,10.1,Scott Farquhar,43.0,Male,Australia,Australia,Sydney,['Technology'],,,True,Decreased
29270,2023,179,10.1,Quek Leng Chan,81.0,Male,Malaysia,Malaysia,Kuala Lumpur,['Diversified'],,,False,Decreased
29271,2023,179,10.1,Wu Yajun,59.0,Female,China,China,Beijing,['Real Estate'],Longfor Group Holdings,Cofounder-chair,True,Decreased
29272,2023,182,10.0,Autry Stephens,85.0,Male,United States,United States,Midland,['Energy'],,,True,Increased
29273,2023,183,9.9,Liu Yongxing,74.0,Male,China,China,Shanghai,['Service'],East Hope Group,Chairman,True,Decreased
29274,2023,184,9.8,Vinod Adani,74.0,Male,Cyprus,United Arab Emirates,Dubai,['Diversified'],,,True,
29275,2023,184,9.8,Nicolas Puech,80.0,Male,France,Switzerland,Martigny,['Fashion & Retail'],,,False,Increased
29276,2023,184,9.8,"Jacques Saadé, Jr.",51.0,Male,France,France,Marseille,['Logistics'],,,False,
29277,2023,184,9.8,Rodolphe Saadé,53.0,Male,France,France,Marseille,['Logistics'],CMA CGM,Chairman and CEO,False,
29278,2023,184,9.8,Tanya Saadé Zeenny,55.0,Female,France,France,Marseille,['Logistics'],,,False,
29279,2023,184,9.8,Melker Schorling & family,75.0,Male,Sweden,Sweden,Stockholm,['Finance & Investments'],,,True,Decreased
29280,2023,190,9.7,Andrei Guriev & family,63.0,Male,Russia,Russia,Moscow,['Manufacturing'],,,True,Increased
29281,2023,190,9.7,Michael Kim,59.0,Male,United States,South Korea,Seoul,['Finance & Investments'],MBK Partners,,True,Increased
29282,2023,190,9.7,Lei Jun,53.0,Male,China,China,Beijing,['Technology'],Xiaomi,Founder and CEO,True,Decreased
29283,2023,190,9.7,Friedhelm Loh,76.0,Male,Germany,Germany,Haiger,['Manufacturing'],,,False,Increased
29284,2023,190,9.7,Sun Piaoyang,64.0,Male,China,China,Lianyungang,['Healthcare'],,,True,Decreased
29285,2023,195,9.6,Rick Cohen & family,70.0,Male,United States,United States,Keene,['Technology'],C&S Wholesale Grocers,Entrepreneur,False,
29286,2023,195,9.6,Jin Baofang,70.0,Male,China,China,Xingtai,['Energy'],,,True,Decreased
29287,2023,195,9.6,Luo Liguo & family,67.0,Male,China,China,Ningbo,['Manufacturing'],,,True,Decreased
29288,2023,195,9.6,Marijke Mars,58.0,Female,United States,United States,Los Angeles,['Food & Beverage'],,,False,Increased
29289,2023,195,9.6,Pamela Mars,62.0,Female,United States,United States,Alexandria,['Food & Beverage'],,,False,Increased
29290,2023,195,9.6,Valerie Mars,64.0,Female,United States,United States,New York,['Food & Beverage'],,,False,Increased
29291,2023,195,9.6,Victoria Mars,66.0,Female,United States,United States,Philadelphia,['Food & Beverage'],,,False,Increased
29292,2023,202,9.5,Vincent Bolloré & family,71.0,Male,France,France,Paris,['Finance & Investments'],,,False,Increased
29293,2023,202,9.5,Jim Pattison,94.0,Male,Canada,Canada,Vancouver,['Diversified'],Jim Pattison Group,"Founder, Chairman and CEO",True,Decreased
29294,2023,204,9.4,Ernesto Bertarelli,57.0,Male,Switzerland,Switzerland,Gstaad,['Healthcare'],,,False,Increased
29295,2023,204,9.4,Wang Xing,44.0,Male,China,China,Beijing,['Technology'],,,True,Decreased
29296,2023,206,9.3,Brian Chesky,41.0,Male,United States,United States,San Francisco,['Technology'],AirBnB,CEO and Cofounder,True,Decreased
29297,2023,206,9.3,James Dyson,75.0,Male,United Kingdom,United Kingdom,Gloucestershire,['Manufacturing'],,,True,Increased
29298,2023,208,9.2,Roman Abramovich & family,56.0,Male,Russia,Russia,Moscow,['Diversified'],,,True,Increased
29299,2023,208,9.2,Antonia Ax:son Johnson & family,79.0,Female,Sweden,Sweden,Stockholm,['Diversified'],,,False,Increased
29300,2023,208,9.2,Daniel Kretinsky,47.0,Male,Czech Republic,Czech Republic,Prague,['Energy'],,,True,Increased
29301,2023,208,9.2,John Malone,82.0,Male,United States,United States,Elizabeth,['Media & Entertainment'],,,True,Increased
29302,2023,208,9.2,Azim Premji,77.0,Male,India,India,Bangalore,['Technology'],Wipro Limited (ADR),Chairman,False,Decreased
29303,2023,208,9.2,Charles Schwab,85.0,Male,United States,United States,Woodside,['Finance & Investments'],Charles Schwab,Investor,True,Decreased
29304,2023,208,9.2,Eric Smidt,63.0,Male,United States,United States,Beverly Hills,['Fashion & Retail'],,,True,Increased
29305,2023,215,9.0,David Cheriton,72.0,Male,Canada,United States,Palo Alto,['Technology'],Stanford University,Professor,True,Decreased
29306,2023,215,9.0,Ivan Glasenberg,66.0,Male,Switzerland,Switzerland,Ruschlikon,['Metals & Mining'],,,True,Decreased
29307,2023,215,9.0,Alexander Otto,55.0,Male,Germany,Germany,Hamburg,['Real Estate'],,,False,Decreased
29308,2023,215,9.0,Anthony von Mandl,73.0,Male,Canada,Canada,Vancouver,['Food & Beverage'],,,True,Increased
29309,2023,215,9.0,Wang Liping & family,57.0,Male,China,China,Changzhou,['Manufacturing'],,,True,Increased
29310,2023,220,8.9,Finn Rausing,68.0,Male,Sweden,United Kingdom,London,['Food & Beverage'],,,False,Decreased
29311,2023,220,8.9,Jorn Rausing,63.0,Male,Sweden,United Kingdom,Surrey,['Food & Beverage'],,,False,Decreased
